PPN	GND-ID	GND-Name	GND-JSON	Kategorie	Rolle	Name	Bemerkung	
368994767	13543159X	Nyboma	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)311121594 (DE-588a)13543159X Demokratische Republik Kongo Kongo (Republik) Muan Dido Muan'dido, Nyboma Musiker Mwan'dido, Nyboma Männlich Nyboma Mwan'Dido Danos Canta Nyboma-Canta Quatres Étoiles - Four Stars (Musikgruppe) Religion Singstimme "},"conceptURI":"https://d-nb.info/13543159X","_standard":{"text":"Nyboma"},"conceptName":"Nyboma"}	028A	$4:cmp	Nyboma	1952-	
368994767	135819202	Mansiamina, Bopol	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588a)135819202 Allgemeines, Interdisziplinäre Allgemeinwörter Bopol Gitarre Kongo (Republik) Léopoldville Mansiamina Mfoko, Paul Masiamina, Bopol Musiker Männlich Quatres Étoiles - Four Stars (Musikgruppe) Singstimme "},"conceptURI":"https://d-nb.info/135819202","_standard":{"text":"Mansiamina, Bopol"},"conceptName":"Mansiamina, Bopol"}	028C	$4:cmp	Mansiamina, Bopol	1949-	
368994767	105216076X	Mbenza, Syran	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Gitarrist Kinshasa Kongo (Demokratische Republik) M'Benza, Syran Mbenza, S. Musiker Männlich Quatres Étoiles - Four Stars (Musikgruppe) Religion Syran "},"conceptURI":"https://d-nb.info/105216076X","_standard":{"text":"Mbenza, Syran"},"conceptName":"Mbenza, Syran"}	028C	$4:cmp	Mbenza, Syran	1950-	
368994767	1060116375	Wuta Mayi	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Léopoldville May, Wuta Mayi Wutatumba Musiker Pasco, Blaise Quatres Étoiles - Four Stars (Musikgruppe) Religion Sänger Unbekannt Uta-Mayi Wuta Mayandi Yundula Wuta Mayi, Gaspard Pascal Wuta-May Wutamayi Yundula, Wuta Mayandi "},"conceptURI":"https://d-nb.info/1060116375","_standard":{"text":"Wuta Mayi"},"conceptName":"Wuta Mayi"}	028C	$4:cmp	Wuta Mayi	1949-	
368994767	1078424233	Quatres Étoiles - Four Stars (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"4 Étoiles Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Demokratische Republik) Les Quatre Étoiles Mansiamina, Bopol Musikgruppe Nyboma Quatre Étoiles - 4 Stars Syran Wuta Mayi "},"conceptURI":"https://d-nb.info/1078424233","_standard":{"text":"Quatres Étoiles - Four Stars (Musikgruppe)"},"conceptName":"Quatres Étoiles - Four Stars (Musikgruppe)"}	029F	$4:prf	Quatres Étoiles - Four Stars		
369259599	1022218875	Bozi Boziana	{"frontendLanguage":"de","_fulltext":{"text":"Boskill, Mbenzu Ngamboni Bozi-Boziana Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1022218875","_standard":{"text":"Bozi Boziana"},"conceptName":"Bozi Boziana"}	028A	$4:cmp	Bozi Boziana	1952-	
369259599	1081905883	Wally	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Gitarre Kongo (Demokratische Republik) Musiker Männlich Ngonda, Wally Religion Songwriter "},"conceptURI":"https://d-nb.info/1081905883","_standard":{"text":"Wally"},"conceptName":"Wally"}	028C	$4:cmp	Wally		
369259599	1070828408	Mukangi, Déesse	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Deyess Déesse Kisangani Kongo (Demokratische Republik) Mukangi, Deyess Musikerin Religion Songwriterin Sängerin Weiblich "},"conceptURI":"https://d-nb.info/1070828408","_standard":{"text":"Mukangi, Déesse"},"conceptName":"Mukangi, Déesse"}	028C	$4:cmp	Mukangi, Déesse		
369259599	1022218875	Bozi Boziana	{"frontendLanguage":"de","_fulltext":{"text":"Boskill, Mbenzu Ngamboni Bozi-Boziana Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1022218875","_standard":{"text":"Bozi Boziana"},"conceptName":"Bozi Boziana"}	028C	$4:prf	Bozi Boziana	1952-	
369259599	102221957X	Anti Choc (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Anti-Choc Antichoc Demokratische Republik Kongo Katalogisierungslevel 1 Kongo (Demokratische Republik) L'Anti Choc Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Anti Choc Orchestre Anti-Choc "},"conceptURI":"https://d-nb.info/102221957X","_standard":{"text":"Anti Choc (Musikgruppe)"},"conceptName":"Anti Choc (Musikgruppe)"}	029F	$4:prf	Anti Choc		
36926228X	1022218875	Bozi Boziana	{"frontendLanguage":"de","_fulltext":{"text":"Boskill, Mbenzu Ngamboni Bozi-Boziana Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1022218875","_standard":{"text":"Bozi Boziana"},"conceptName":"Bozi Boziana"}	028A	$4:cmp	Bozi Boziana	1952-	
36926228X	1022218875	Bozi Boziana	{"frontendLanguage":"de","_fulltext":{"text":"Boskill, Mbenzu Ngamboni Bozi-Boziana Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1022218875","_standard":{"text":"Bozi Boziana"},"conceptName":"Bozi Boziana"}	028C	$4:prf	Bozi Boziana	1952-	
36926228X	103491118X	Detta, Jolie	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Detta, Joliet Detta, Joly Joly.Detta Kamenga Koyabote Kongo (Demokratische Republik) Musikerin Religion Singstimme Weiblich "},"conceptURI":"https://d-nb.info/103491118X","_standard":{"text":"Detta, Jolie"},"conceptName":"Detta, Jolie"}	028C	$4:prf	Detta, Jolie	1968-2008	
36926228X	1070828408	Mukangi, Déesse	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Deyess Déesse Kisangani Kongo (Demokratische Republik) Mukangi, Deyess Musikerin Religion Songwriterin Sängerin Weiblich "},"conceptURI":"https://d-nb.info/1070828408","_standard":{"text":"Mukangi, Déesse"},"conceptName":"Mukangi, Déesse"}	028C	$4:prf	Mukangi, Déesse		
36926228X	102221957X	Anti Choc (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Anti-Choc Antichoc Demokratische Republik Kongo Katalogisierungslevel 1 Kongo (Demokratische Republik) L'Anti Choc Musik (Allgemeines), Musikgeschichte Musikgruppe Orchestre Anti Choc Orchestre Anti-Choc "},"conceptURI":"https://d-nb.info/102221957X","_standard":{"text":"Anti Choc (Musikgruppe)"},"conceptName":"Anti Choc (Musikgruppe)"}	029F	$4:prf	Anti Choc		
369264460	134756258	Papa Wemba	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310446252 (DE-588)1090254067 (DE-588a)134756258 Abidjan Allgemeines, Interdisziplinäre Allgemeinwörter Belgisch-Kongo Kikumba, Jules Shungu Wembadaio Pene Thabani Kikumba, Jules Shungu Wembadio Pene Kongo (Demokratische Republik) Musiker Männlich Personen zu Musik Shungu Wembadia Shungu Wembadio Pene Kikumba, Jules Wemba, Papa Wembeio, Shungu Wembiado, Shungu Zai͏̈ko Langa Langa (Musikgruppe) "},"conceptURI":"https://d-nb.info/134756258","_standard":{"text":"Papa Wemba"},"conceptName":"Papa Wemba"}	028A	$4:cmp	Papa Wemba	1949-2016	
369264460	1081914416	N'Yoka-Longo	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Longo Mvula, N'Yoka Musiker Männlich N'Yoka Nyoka Longo, Jossart Religion Songwriter "},"conceptURI":"https://d-nb.info/1081914416","_standard":{"text":"N'Yoka-Longo"},"conceptName":"N'Yoka-Longo"}	028C	$4:cmp	N'Yoka-Longo		
369264460	1023474530	Ombale, Bimi	{"frontendLanguage":"de","_fulltext":{"text":"Andi-Bimi-Ombalé Bimi, André Bimi-Ombale Demokratische Republik Kongo Kinshasa Kongo (Demokratische Republik) Musiker Mwana Wabi Männlich Ombalé, André Bimi Religion Schlagzeug Singstimme "},"conceptURI":"https://d-nb.info/1023474530","_standard":{"text":"Ombale, Bimi"},"conceptName":"Ombale, Bimi"}	028C	$4:cmp	Ombale, Bimi	1952-2011	
369264460	1081914769	Trio N'YO.BI.WE (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Kongo (Demokratische Republik) Le Trio N'YO.BI.WE du Clan Langa-Langa Musikgruppe N'Yoka-Longo Ombale, Bimi Papa Wemba "},"conceptURI":"https://d-nb.info/1081914769","_standard":{"text":"Trio N'YO.BI.WE (Musikgruppe)"},"conceptName":"Trio N'YO.BI.WE (Musikgruppe)"}	029F	$4:prf	Trio N'YO.BI.WE		
369276930	134756150	Munan, Maika	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310446155 (DE-588a)134756150 Gitarre Kongo (Republik) Maïka Mounan, Maika Musiker Männlich Religion Republik Kongo Singstimme Songwriter "},"conceptURI":"https://d-nb.info/134756150","_standard":{"text":"Munan, Maika"},"conceptName":"Munan, Maika"}	028A	$4:cmp	Munan, Maika		
369276930	134756150	Munan, Maika	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310446155 (DE-588a)134756150 Gitarre Kongo (Republik) Maïka Mounan, Maika Musiker Männlich Religion Republik Kongo Singstimme Songwriter "},"conceptURI":"https://d-nb.info/134756150","_standard":{"text":"Munan, Maika"},"conceptName":"Munan, Maika"}	028C	$4:prf	Munan, Maika		
369290917	107824085X	Wawali	{"frontendLanguage":"de","_fulltext":{"text":"Bandundu Bonané, Wawali Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Singstimme Songwriter Wawali-Bonane "},"conceptURI":"https://d-nb.info/107824085X","_standard":{"text":"Wawali"},"conceptName":"Wawali"}	028A	$4:cmp	Wawali		
369290917	107824085X	Wawali	{"frontendLanguage":"de","_fulltext":{"text":"Bandundu Bonané, Wawali Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Singstimme Songwriter Wawali-Bonane "},"conceptURI":"https://d-nb.info/107824085X","_standard":{"text":"Wawali"},"conceptName":"Wawali"}	028C	$4:prf	Wawali		
369290917	1081928204	Generation Soukouss Enzenzé (Musikgruppe)	{"frontendLanguage":"de","_fulltext":{"text":"Allgemeines, Interdisziplinäre Allgemeinwörter Génération Soukouss Enzenzé Kongo (Demokratische Republik) Musikgruppe "},"conceptURI":"https://d-nb.info/1081928204","_standard":{"text":"Generation Soukouss Enzenzé (Musikgruppe)"},"conceptName":"Generation Soukouss Enzenzé (Musikgruppe)"}	029F	$4:prf	Generation Soukouss Enzenzé		
369685121	1034540041	Lipordo, Abeba	{"frontendLanguage":"de","_fulltext":{"text":"Komponist Kongo (Republik) Lipordo Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1034540041","_standard":{"text":"Lipordo, Abeba"},"conceptName":"Lipordo, Abeba"}	028A	$4:cmp	Lipordo, Abeba		
369685121	1034540041	Lipordo, Abeba	{"frontendLanguage":"de","_fulltext":{"text":"Komponist Kongo (Republik) Lipordo Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1034540041","_standard":{"text":"Lipordo, Abeba"},"conceptName":"Lipordo, Abeba"}	028C	$4:prf	Lipordo, Abeba		
369685121	3041004-6	Viva la Musica	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3041004-6 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Frankreich Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Viva la Musica Orchestre Viva la Musica "},"conceptURI":"https://d-nb.info/3041004-6","_standard":{"text":"Viva la Musica"},"conceptName":"Viva la Musica"}	029F	$4:prf	Viva la Musica		
369688449	1082251348	Chancelier Royce	{"frontendLanguage":"de","_fulltext":{"text":"Chancelier Desi Mbwese Demokratische Republik Kongo Honorable Chancelier Desi Mbwese Kongo (Demokratische Republik) Mbwese, Desi Musiker Männlich P.P.M. Royce Religion Songwriter "},"conceptURI":"https://d-nb.info/1082251348","_standard":{"text":"Chancelier Royce"},"conceptName":"Chancelier Royce"}	028A	$4:cmp	Chancelier Royce		
369688449	1082251348	Chancelier Royce	{"frontendLanguage":"de","_fulltext":{"text":"Chancelier Desi Mbwese Demokratische Republik Kongo Honorable Chancelier Desi Mbwese Kongo (Demokratische Republik) Mbwese, Desi Musiker Männlich P.P.M. Royce Religion Songwriter "},"conceptURI":"https://d-nb.info/1082251348","_standard":{"text":"Chancelier Royce"},"conceptName":"Chancelier Royce"}	028C	$4:prf	Chancelier Royce		
369688449	3041004-6	Viva la Musica	{"frontendLanguage":"de","_fulltext":{"text":"(DE-588b)3041004-6 Allgemeines, Interdisziplinäre Allgemeinwörter Demokratische Republik Kongo Frankreich Kongo (Demokratische Republik)(Zaire) Musik (Allgemeines), Musikgeschichte Musikgruppe Orch. Viva la Musica Orchestre Viva la Musica "},"conceptURI":"https://d-nb.info/3041004-6","_standard":{"text":"Viva la Musica"},"conceptName":"Viva la Musica"}	029F	$4:prf	Viva la Musica		
36969838X	1082258180	Tochino	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Musiker Männlich Religion Republik Kongo Songwriter Tochino Biniakounou Tochino Biniakounou, David "},"conceptURI":"https://d-nb.info/1082258180","_standard":{"text":"Tochino"},"conceptName":"Tochino"}	028A	$4:cmp	Tochino		
36969838X	1082258180	Tochino	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Musiker Männlich Religion Republik Kongo Songwriter Tochino Biniakounou Tochino Biniakounou, David "},"conceptURI":"https://d-nb.info/1082258180","_standard":{"text":"Tochino"},"conceptName":"Tochino"}	028C	$4:prf	Tochino		
369754425	1053680392	Moutouari, Pierre	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Kosmos, Musiker Mountouari, Pierre Moutouari, Michaelle Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1053680392","_standard":{"text":"Moutouari, Pierre"},"conceptName":"Moutouari, Pierre"}	028A	$4:cmp	Moutouari, Pierre	1950-	
369754425	1053680392	Moutouari, Pierre	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Kosmos, Musiker Mountouari, Pierre Moutouari, Michaelle Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1053680392","_standard":{"text":"Moutouari, Pierre"},"conceptName":"Moutouari, Pierre"}	028C	$4:prf	Moutouari, Pierre	1950-	
369754425	1053744277	Moutouari, Michaelle	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Kosmos, Musiker Mountouari, Michaelle Moutouari, Pierre Religion Republik Kongo Sängerin Weiblich "},"conceptURI":"https://d-nb.info/1053744277","_standard":{"text":"Moutouari, Michaelle"},"conceptName":"Moutouari, Michaelle"}	028C	$4:prf	Moutouari, Michaelle		
369761197	1053680392	Moutouari, Pierre	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Kosmos, Musiker Mountouari, Pierre Moutouari, Michaelle Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1053680392","_standard":{"text":"Moutouari, Pierre"},"conceptName":"Moutouari, Pierre"}	028A	$4:cmp	Moutouari, Pierre	1950-	
369761197	1053680392	Moutouari, Pierre	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Kosmos, Musiker Mountouari, Pierre Moutouari, Michaelle Musiker Männlich Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1053680392","_standard":{"text":"Moutouari, Pierre"},"conceptName":"Moutouari, Pierre"}	028C	$4:prf	Moutouari, Pierre	1950-	
369761197	1053744277	Moutouari, Michaelle	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Kosmos, Musiker Mountouari, Michaelle Moutouari, Pierre Religion Republik Kongo Sängerin Weiblich "},"conceptURI":"https://d-nb.info/1053744277","_standard":{"text":"Moutouari, Michaelle"},"conceptName":"Moutouari, Michaelle"}	028C	$4:prf	Moutouari, Michaelle		
369761944	1062938496	Kiese, Yakini	{"frontendLanguage":"de","_fulltext":{"text":"Boss Yakini-Kiese Demokratische Republik Kongo Kiese-Tolingana, Yakini Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter The Struggling Man Yakini "},"conceptURI":"https://d-nb.info/1062938496","_standard":{"text":"Kiese, Yakini"},"conceptName":"Kiese, Yakini"}	028A	$4:cmp	Kiese, Yakini		
369761944	1062938496	Kiese, Yakini	{"frontendLanguage":"de","_fulltext":{"text":"Boss Yakini-Kiese Demokratische Republik Kongo Kiese-Tolingana, Yakini Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter The Struggling Man Yakini "},"conceptURI":"https://d-nb.info/1062938496","_standard":{"text":"Kiese, Yakini"},"conceptName":"Kiese, Yakini"}	028C	$4:prf	Kiese, Yakini		
369761944	1023168456	Olomidé, Koffi	{"frontendLanguage":"de","_fulltext":{"text":"Agbepa Mumba, Antoine Christophe Demokratische Republik Kongo Katalogisierungslevel 3 Kisangani Koffi Koffi Olomide Papa Plus Koffi Olomidé Nkolo Lupemba Kongo (Demokratische Republik) Musiker Olomide, Koffi Antoine Olomidé Sänger Unbekannt "},"conceptURI":"https://d-nb.info/1023168456","_standard":{"text":"Olomidé, Koffi"},"conceptName":"Olomidé, Koffi"}	028C	$4:prf	Olomidé, Koffi	1956-	
369772830	1054104026	Pamomiel, André	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Miegakanda, André Pamomiel Musiker Männlich Pamomiel Miegakanda, André Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1054104026","_standard":{"text":"Pamomiel, André"},"conceptName":"Pamomiel, André"}	028A	$4:cmp	Pamomiel, André		
369772830	1054104026	Pamomiel, André	{"frontendLanguage":"de","_fulltext":{"text":"Kongo (Republik) Miegakanda, André Pamomiel Musiker Männlich Pamomiel Miegakanda, André Religion Republik Kongo "},"conceptURI":"https://d-nb.info/1054104026","_standard":{"text":"Pamomiel, André"},"conceptName":"Pamomiel, André"}	028C	$4:prf	Pamomiel, André		
369870794	1054232687	Boukaka, Franklin	{"frontendLanguage":"de","_fulltext":{"text":"Boukaka, Aubin François Boukaka, F. Boukaka, Franklyn Brazzaville Bukaka, Franklin Gitarre Kongo (Republik) Musiker Männlich Religion Republik Kongo Singstimme Songwriter "},"conceptURI":"https://d-nb.info/1054232687","_standard":{"text":"Boukaka, Franklin"},"conceptName":"Boukaka, Franklin"}	028A	$4:cmp	Boukaka, Franklin	1940-1972	
369870794	13435852X	Dibango, Manu	{"frontendLanguage":"de","_fulltext":{"text":"(DE-101c)310048524 (DE-588)1052434738 (DE-588a)13435852X (DE-588c)7644722-4 Allgemeines, Interdisziplinäre Allgemeinwörter Dibango N'Djocké, Emmanuel Duala Jazzmusiker Kamerun Kamerun Komponist Männlich N'Djocké Dibango, Emmanuel N'Djocké, Emmanuel Dibango Paris Personen zu Musik Pianist Saxofonist Sänger Vibrafonist "},"conceptURI":"https://d-nb.info/13435852X","_standard":{"text":"Dibango, Manu"},"conceptName":"Dibango, Manu"}	028C	$4:arr	Dibango, Manu	1933-2020	
369870794	1054232687	Boukaka, Franklin	{"frontendLanguage":"de","_fulltext":{"text":"Boukaka, Aubin François Boukaka, F. Boukaka, Franklyn Brazzaville Bukaka, Franklin Gitarre Kongo (Republik) Musiker Männlich Religion Republik Kongo Singstimme Songwriter "},"conceptURI":"https://d-nb.info/1054232687","_standard":{"text":"Boukaka, Franklin"},"conceptName":"Boukaka, Franklin"}	028C	$4:prf	Boukaka, Franklin	1940-1972	
370296729	1083019333	Maray Maray	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Kongo (Demokratische Republik) Maray Musiker Männlich Religion Sangua Mbaya Sangwa Mbayo "},"conceptURI":"https://d-nb.info/1083019333","_standard":{"text":"Maray Maray"},"conceptName":"Maray Maray"}	028A	$4:cmp	Maray Maray		
370296729	1036118002	Josky	{"frontendLanguage":"de","_fulltext":{"text":"Commandant de Bord Josky Demokratische Republik Kongo Kiambukuia, Josky Kiambukuta Londa, Joseph Augustin Kiambukuta, Jo-Sex Kiambukuta, Josky Kiambukuta, Serge Kinshasa Komponist Kongo (Demokratische Republik) Londa, Josky Kiambukuta Musiker Männlich Religion "},"conceptURI":"https://d-nb.info/1036118002","_standard":{"text":"Josky"},"conceptName":"Josky"}	028C	$4:prf	Josky	1949-2021	
370296729	1034496190	Kisangani, Ndjeinga Espérant	{"frontendLanguage":"de","_fulltext":{"text":"Demokratische Republik Kongo Djenga, Esperant Kisangani Esperant, D'Jenga-K Espérant Kisangani, Espérant Djenga Kisangani, Ndjeinga-Ka Kongo (Demokratische Republik) Musiker Männlich Ndjeinga Religion "},"conceptURI":"https://d-nb.info/1034496190","_standard":{"text":"Kisangani, Ndjeinga Espérant"},"conceptName":"Kisangani, Ndjeinga Espérant"}	028C	$4:prf	Kisangani, Ndjeinga Espérant		
370298101	1022218875	Bozi Boziana	{"frontendLanguage":"de","_fulltext":{"text":"Boskill, Mbenzu Ngamboni Bozi-Boziana Demokratische Republik Kongo Kongo (Demokratische Republik) Musiker Männlich Religion Songwriter "},"conceptURI":"https://d-nb.info/1022218875","_standard":{"text":"Bozi Boziana"},"conceptName":"Bozi Boziana"}	028C	$4:prf	Bozi Boziana	1952-	
