PPN	Signatur	Signatur_PPN	weitere Signaturen	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	"Weitere Nummer (Typ)"	"Weitere Nummer (Wert)"	Datum	"Ort"	"Ort-System-ID"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"Import-Name"	"Name"	"Rolle"	"Bemerkung"
469696982	TK 1708	TK 1708 469696982		Premier Gaou / Magic System		"und"	Enth.: Premier gaou. Amoulanga. Secret d’Africain. Delinquance juvenile - Mi wan gno. Complainte. Pourquoi ça. Gale kagnon (Gaze kagnon)	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1708"	1995	"Abidjan?"	"44730"	Multi-Media	"Musik|Côte d'Ivoire|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10135566-X|http://d-nb.info/gnd/10135566-X"	"Magic System (Musikgruppe)|Magic System (Musikgruppe)|Multi-Media"	"Magic System|Magic System|Multi-Media"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
469700432	TK 1705	TK 1705 469700432		Afrique en or : 100% dance : dance / [Diverse Interpret*innen]		"und"	Enth.: Suzy Bayom - Kalam Boeing - Ekibis - Matti - Laisser passer - Mille - Ras - Mara - Elle et moi	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1705|Scientic, Scientific Recording, Scientific Music 08695-2"	1989	"Ort nicht ermittelbar"	"4035"	Scientific Recording, Scientific Music	"Musik|Afrika|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	""	"Scientific Recording, Scientific Music"	"Scientific Recording, Scientific Music"	"Musiklabel"	""
469702303	TK 1709	TK 1709 469702303		Dinguiraye / Sayon Camara		"und"	Enth.: Djefousse. Mane. N’nah (Nassaran). Ousmane. Dinguiraye - Sere. Rokia. Djougouya (Modjoi). Oumou. Djanfa	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1709|D.D. United D.D.U 001/98"	1998	"Abidjan?"	"44730"	D.D. United	"Musik|Guinea|Populäre Musik"	66.18/GeFI	Dupliqué à Conakry, Guinée			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1137567945"	"Camara, Sayon|D.D. United"	"Camara, Sayon|D.D. United"	"Interpretation (durch)|Musiklabel"	""
469704748	TK 1710	TK 1710 469704748		Oosye you go dae / Frandie Gospel Band		"und"	Enth.: Oosye you godae. Amu yengay Yesu weh. God nor partial - Tinap trange wan. Sing that song. Kuru konor bempabeh. Member good	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1710|FT 069"	2000	""	""		"Musik|Sierra Leone|Gospel|Religiöse Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1218041455"	"Frandie Gospel Band"	"Frandie Gospel Band"	"Interpretation (durch)"	""
469845724	TK 1711	TK 1711 469845724		Welcome to democracy / Lansana Sheriff "Steady bongo"		"und"	Enth.: Welcome to democracy. Waiteen na for you. Tehgloma. Welcome (dub) - Salone na heaven. War nor good. Sweet Salone. War nor good (dub)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1711|LSWD-98"	1990	"Ort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Sierra Leone|Populäre Musik"	66.19/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1208876082"	"Lansana Sheriff|[Verlag nicht ermittelbar]"	"Lansana Sheriff|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Musiklabel"	"1966-"
469851228	TK 1712	TK 1712 469851228		Soukouss dynamite / [Diverse Interpreten]		"und"	Enth.: Feu vert - Eki - Non violence - Annick coumba - Hip hop soukouss - Pile ou face - Magie - Papa plus - Kaokokokobobo - Journal intime - Sandra Lina - Muvaro	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1712|MGS 838"	1995	"Ort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Afrika|Soukous|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	""	"[Verlag nicht ermittelbar]"	"[Verlag nicht ermittelbar]"	"Musiklabel"	""
469982039	TK 1713	TK 1713 469982039		Justice / Maître Agboti Yawo		"und"	Enth.: Ne nye wo de. Nye sefofo. Justice - Yayra. Me ga lom de nu me o. Iyami	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1713|2726"	1995	"Ort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Togo|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1218704918|http://d-nb.info/gnd/1218704918"	"Maître Yawo Agboti|Maître Yawo Agboti|[Verlag nicht ermittelbar]"	"Maître Yawo Agboti|Maître Yawo Agboti|[Verlag nicht ermittelbar]"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
469982489	TK 1714	TK 1714 469982489		Mewura / Dada K.D.		"und"	Enth.: Enemenye. Odo mu anigyeebi. Meho kyere me (zap mix). Wosoro awundi. Honny, honny - Mewura. Meho kyere me (bodo mix). Hwan na ebeye. Brebre san. Thanx my Lord	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1714|Adivan"	1990	"Ghana"	"43113"	Adivan High Tech	"Musik|Ghana|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1130605426"	"Dada KD|Adivan High Tech"	"Dada KD|Adivan High Tech"	"Interpretation (durch)|Musiklabel"	""
469983248	TK 1716	TK 1716 469983248		Reggae lesson one / Alpha Blondy and The Solar System		"und"	Enth.: Brigadier Sabary. Jah Houphouet. Apartheid is nazism. Téré - Jerusalem. Babylone kele. Cisse kiri. Yagba dimension. Cafe Cacao	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1716|4758"	1995	"Ort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Reggae|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134110536|http://d-nb.info/gnd/134110536|http://d-nb.info/gnd/16041755-7"	"Blondy, Alpha|Blondy, Alpha|Alpha Blondy and the Solar System|[Verlag nicht ermittelbar]"	"Blondy, Alpha|Blondy, Alpha|Alpha Blondy and the Solar System|[Verlag nicht ermittelbar]"	"Komposition (von)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"||"
46999083X	TK 1717	TK 1717 46999083X		Baloba ! / Africando		"und"	Enth.: Te voy a matar (… Con amor). Katiana. Huenouhwo. Demal - La @vie en rose (V.G. Pedro) (Adapt. Africando). Aminata. Dalaka. Aicha (Adapt. Africando)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1717|Syllart Productions SYLAF 96035"	1998	"Paris"	"17840"	Syllart Productions	"Musik|Weltmusik|Senegal|USA|Populäre Musik"	66.18/GeFI	“Duplique à Muscat Oman”			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/10320983-9"	"Africando|Syllart Productions"	"Africando|Syllart Productions"	"Interpretation (durch)|Musiklabel"	""
470101687	TK 1718	TK 1718 470101687		Le choc des 3 etoiles / Sagbohan, Assa Cica, Miguelito		"und"	Enth.: Zoun min ti gbo. So nou djê gbe - Non vi gnin o. Kplon noude bo wa	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1718|AIR 028"	1980	"Ort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Benin|World|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1218976659|http://d-nb.info/gnd/1218976918|http://d-nb.info/gnd/1125661682|http://d-nb.info/gnd/1218976659|http://d-nb.info/gnd/1218976918"	"Miguelito|Assa-Cica|Sagbohan, Danialou|Miguelito|Assa-Cica|[Verlag nicht ermittelbar]"	"Miguelito|Assa-Cica|Sagbohan, Danialou|Miguelito|Assa-Cica|[Verlag nicht ermittelbar]"	"Komposition (von)|Komposition (von)|Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"|19XX-2020|1951-||19XX-2020"
470104872	TK 1719	TK 1719 470104872		Tchingoumin d’aklampa / Gbeze		"und"	Enth.: Eyolomi. Emi non sèkponmi. Ado ni ma yawé o - Sodié zin édèé. Fidé ma djè. Sodié zin édèé	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1719|Dinapel DIL 145 VOL 03"	1990	"Cotonou"	"721376"	Dinapel	"Musik|Benin|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1218986417"	"Gbeze|Dinapel"	"Gbeze|Dinapel"	"Interpretation (durch)|Musiklabel"	"1973-1996"
470106085	TK 1721	TK 1721 470106085		Alafia / Stan Tohon		"und"	Enth.: Alafia. Koudé. Okou. Zondêdê - Djéliba. Akouê. Djomido. Aventurier	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1721|CAP Records CAP 005"	1990	"Cotonou"	"721376"	CAP Records	"Musik|Benin|Tchink|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1060870967|http://d-nb.info/gnd/1060870967"	"Tohon, Stan|Tohon, Stan|CAP Records"	"Tohon, Stan|Tohon, Stan|CAP Records"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
470109904	TK 1722	TK 1722 470109904		Tayaman / Abdul Raheem		"und"	Enth.: Makuma. Gege iyawo. Kilikilibo - Alaiye. Tayataya. African Queen	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1722"	1995	"Accra"	"721355"	Napoleon Club	"Musik|Ghana|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134999711|http://d-nb.info/gnd/134999711"	"Raheem, Abdul|Raheem, Abdul|Napoleon Club"	"Raheem, Abdul|Raheem, Abdul|Napoleon Club"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"|"
470111666	TK 1723	TK 1723 470111666		Thank you Mr D.J. / Yvonne Chaka Chaka		"und"	Enth.: Thank you Mr D.J. I'm winning (my dear love). From me to you - Umqomboti. I'm suffering. Let me be free	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1723"	1987	"Erscheinungsort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Südafrika|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1067467874"	"Yvonne Chaka Chaka|[Verlag nicht ermittelbar]"	"Yvonne Chaka Chaka|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Musiklabel"	"1965-"
470112565	TK 1724	TK 1724 470112565		Live and let live : biri ka mbiri / King (Dr.) Oliver de Coque and his Expo ’78 Ogene Sound Super of Africa		"und"	Enth.: Biri ka mbiri. Chief Abdulaziz Chivuzo. Otimkpu. Nnukwu mmanwu - I no wan wahala. Sympathy. Otu abughi nezi (Out abughinesi)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1724|ORLP 06"	1990	"Onitsha?"	""	Chief (Dr.) Oliver de Coque, Richard Ayo Cole, Tessy Sal, Allan & Femi Ojetunde	"Musik|Nigeria|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/120970398X|http://d-nb.info/gnd/120970398X"	"Coque, Oliver de|Coque, Oliver de|Chief (Dr.) Oliver de Coque, Richard Ayo Cole, Tessy Sal, Allan & Femi Ojetunde"	"Coque, Oliver de|Coque, Oliver de|Chief (Dr.) Oliver de Coque, Richard Ayo Cole, Tessy Sal, Allan & Femi Ojetunde"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1947-|1947-"
470115599	TK 1725	TK 1725 470115599		L‘ afrique danse : vol. 1 / [Diverse Interpret*innen]		"und"	Enth.: Quatre boutons. Savon reward chez Marsavco. Bana conga baleli liwa ya Sinatra. Mawa na biso basi. Finga mama munu. Revolver - Tonton. Quand le film est triste. Semeki nde ndeko. Alberti Siempre conga. Timothee Abangi makambo. Oyo mobali tapale Afrika	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1725|Sonodisc 360.001"	1980	"Paris"	"17840"	Sonodisc	"Musik|Afrika|Populäre Musik"	66.18/GeFI	Licence Sonodisc Paris			Veröffentlichung (musikalisches Werk)	""	"Sonodisc"	"Sonodisc"	"Musiklabel"	""
470493240	TK 1728	TK 1728 470493240		Hold up / Zo Gang International		"und"	Enth.: Aloco show - Monogaga - Le @feu - Somebody life - Cellilaire - Debout kei - Black Africa - My friend - Anny - Kyky - Aika - Nzambe sounga	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1728|MSL JAT Music"	1998	""	""		"Musik|Côte d'Ivoire|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219457949"	"Zo Gang International"	"Zo Gang International"	"Interpretation (durch)"	""
470494085	TK 1729	TK 1729 470494085		Cut your Coat / Gyedu Blay Ambolley		"und"	Enth.: Cut your coat. Atwer abroba bi. Ebosu ara ewu - Adzoa. High life. Frafranta	1 Tonkassette ; Dolby VRS ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1729"	1985	"Ort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Ghana|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1033870625"	"Ambolley, Gyedu-Blay|[Verlag nicht ermittelbar]"	"Ambolley, Gyedu-Blay|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Musiklabel"	"1947-"
470494425	TK 1730	TK 1730 470494425		Jah Glory! / Alpha Blondy and the Natty Rebels		"und"	Enth.: Brigadier Sabari. Bebe yere ye. Bintou were were. Brigadier Sabari - Jah Glory. The end. Bounougnan. The end	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1730|Noble KS 354"	1983	"Ort nicht ermittelbar"	"4035"	Noble	"Musik|Reggae|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134110536|http://d-nb.info/gnd/3059381-5"	"Blondy, Alpha|Natty Rebels|Noble"	"Blondy, Alpha|Natty Rebels|Noble"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"|"
470494883	TK 1731	TK 1731 470494883		Hamdaoua / Hamdaoua avec Zouzou		"und"	Enth.: Caâziz rassoul Allah. Malika. Baba mimoun - Soussia. Lala mirate	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1731|CMI CMI 5375"	1990	"Paris"	"17840"	CMI	"Musik|Religiöse Musik|Gnawa"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219465496"	"Hamadoua|CMI"	"Hamadoua|CMI"	"Interpretation (durch)|Musiklabel"	""
47049526X	TK 1732	TK 1732 47049526X		Trapped Africa / Dr. Desmond Ababw jnr.		"und"	Enth.: Medɔfu ajai me (Medofu ajai me). Wɔke sane eba (Woke sane eba). Wake up African people. Medɔeu ajai me (Medoeu ajai me) - Wɔn susuhe (Won susuhe). Ale ahaa mɔnile (Ale ahaa monile). Rest your head. Come on my baby	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1732"	1990	""	""		"Musik|Afrika|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219466298"	"Ababw, Desmond"	"Ababw, Desmond"	"Interpretation (durch)"	""
47049607X	TK 1733	TK 1733 47049607X		Kose kose / Amakye Dede		"und"	Enth.: Kose kose. Odo kae me - Kabi mame (Kabi mami). Odo gya su (Odo gyae su)	1 Tonkassette ; Dolby VRS ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1733"	1995	"Ghana?"	"43113"	Brobisco House of Music	"Musik|Ghana|Populäre Musik"	66.18/GeFI				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1033880337"	"Dede, Amakye|Brobisco House of Music"	"Dede, Amakye|Brobisco House of Music"	"Interpretation (durch)|Musiklabel"	"1958-"
470601787	TK 1734	TK 1734 470601787		Tchana / Anéwénou Denise Aga		"und"	Enth.: A toeuh dounia. A tigui digué wené. Boolo - Ban iyé djoro. Tétaré van. A toeuh dounia	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1734|Ed. Bolibana BIP 121"	1990	"Paris"	"17840"	Ed. Bolibana	"Musik|Burkina Faso|Populäre Musik"	66.18/GeFI	“Studio d’enregistrement: “Desy & les Sympathics” Ouagadougou”			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219472778"	"Aga, Anéwénou Denise|Ed. Bolibana"	"Aga, Anéwénou Denise|Ed. Bolibana"	"Interpretation (durch)|Musiklabel"	""
470608978	TK 1736	TK 1736 470608978		Xippi / Youssou N'Dour et  Le Super Etoile de Dakar		"und"	Enth.: Live T.V. Survie. Am am. Yaakaar - Buguma am doom. Marie Madeleine. Country boy. Démb	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1736"	1991	"Dakar?"	"44728"	Verlag nicht ermittelbar	"Musik|Senegal|Mbalax|Populäre Musik"	66.19/GeRS				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/119093553|http://d-nb.info/gnd/3016189-7"	"N'Dour, Youssou|Super-Etoile de Dakar|Verlag nicht ermittelbar"	"N'Dour, Youssou|Super-Etoile de Dakar|Verlag nicht ermittelbar"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1959-|"
470612851	TK 1737	TK 1737 470612851		Jamm / Youssou Ndour et Le Super Etoile de Dakar		"und"	Enth.: Jamm. Sama doom. Ale samba - Sabar. Yonent. Jigééni rééw mi	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1737|Saprom"	1986	"Dakar"	"44728"	Saprom	"Musik|Senegal|Mbalax|Populäre Musik"	66.19/GeRS				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/119093553|http://d-nb.info/gnd/3016189-7"	"N'Dour, Youssou|Super-Etoile de Dakar|Saprom"	"N'Dour, Youssou|Super-Etoile de Dakar|Saprom"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1959-|"
470614498	TK 1738	TK 1738 470614498		Gor sayina / Ismaila Lo		"und"	Enth.: Adou calpe. Woudje yaye. Ndaxami. Sey - Tiedo. Alelo. Yaye boye balalma. Gor sayina	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1738|Bellot Records GBC 135"	1981	"Paris"	"17840"	Bellot Records	"Musik|Senegal|Populäre Musik"	66.19/GeRS	Licence: Syllart Productions			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134912179|http://d-nb.info/gnd/134912179"	"Lô, Ismaël|Lô, Ismaël|Bellot Records"	"Lô, Ismaël|Lô, Ismaël|Bellot Records"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1956-|1956-"
470615850	TK 1739	TK 1739 470615850		Onipa dasa ni / A. B. Crentsil & Jewel Ackah		"und"	Enth.: Onipa dasa ni. Eko aware bisa (Eko aware a bisa). Ayefor. Abrokyiri abrabo - Papa samo. Adjoa. Mbesia fo ntonsa	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1739|B.M.F. Music"	1990	"Ghana?"	"43113"	B.M.F. Music	"Musik|Ghana|Populäre Musik"	66.19/GeRS				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1033871516|http://d-nb.info/gnd/1131639367"	"Crentsil, A. B.|Ackah, Jewel|B.M.F. Music"	"Crentsil, A. B.|Ackah, Jewel|B.M.F. Music"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1941-|1945-"
470706082	TK 1740	TK 1740 470706082		Hira no fanatitra ... / Iraimbilanja		"und"	Enth.: Tany vaovao. Fahazavana. Misasak’alimbe. Salamo faha 23. Telo izay iray - Fandresena. Fa toy izao. Mba fantatrao. Magy telo. Efa ho feno 2000 taona	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1740|OMDA"	1997	"Antananarivo?"	""	OMDA	"Musik|Madagaskar|Rock|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219866369"	"Iraimbilanja|OMDA"	"Iraimbilanja|OMDA"	"Interpretation (durch)|Musiklabel"	""
470708514	TK 1741	TK 1741 470708514		Vohitsara / Iraimbilanja		"und"	Enth.: Volana. Rindrin' efatra. Kilonga. Ikopa. Raosy jamba - Vohitsara. Radio. Anatra. Tanin-dolo. Tehina	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1741|Mars"	1990	"Antananarivo"	""	Edition Mars S.A.	"Musik|Madagaskar|Rock|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219866369"	"Iraimbilanja|Edition Mars S.A."	"Iraimbilanja|Edition Mars S.A."	"Interpretation (durch)|Musiklabel"	""
470711124	TK 1742	TK 1742 470711124		Aza avela / Iraimbilanja		"und"	Enth.: Mizora. Tso-drano. Zavavy. Bekotro. Tsy eo ianao - Aza avela. Volana. Fizy izay. Radio. Alitara	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1742|Dosol 046 DSL"	1995	"Antananarivo"	""	Dosol	"Musik|Madagaskar|Rock|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219866369"	"Iraimbilanja|Dosol"	"Iraimbilanja|Dosol"	"Interpretation (durch)|Musiklabel"	""
470833130	TK 1743	TK 1743 470833130		Tsy minday pasazy / Raimbl'		"und"	Enth.: Adama sy Eva. Lazao. Fitia vaovao. Mosoara. Rock SOS. Tsy minday pasazy - Marary. Tao an-tsekoly. Ray o! Loza. Mizora	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1743|Studio Vitech"	1995	"Antananarivo"	""	Studio Vitech	"Musik|Madagaskar|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219866369"	"Iraimbilanja|Studio Vitech"	"Iraimbilanja|Studio Vitech"	"Interpretation (durch)|Musiklabel"	""
470834900	TK 1744	TK 1744 470834900		Best parad 2 / Iraimbilanja		"und"	Enth.: Loza. Tsy minday pasazy. Marary.Tsy ho ahyianao (Tsy ho ahy ianao) - Mpangataka. Aza avela. Fitia vaovao. Fiainana. Tao an-tsekoly	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1744"	1995	"Antananarivo?"	""	Kalam's Prod.	"Musik|Madagaskar|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219866369"	"Iraimbilanja|Kalam's Prod."	"Iraimbilanja|Kalam's Prod."	"Interpretation (durch)|Musiklabel"	""
470916680	TK 1755	TK 1755 470916680		Ismael Lo / Ismael Lo		"und"	Enth.: Tajabone. Raciste. Ale lo. Jiggenu ndakaru - Fa Diallo. Souleymane. M'barawath. Nene	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1755|847 972-4"	1991	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz	"℗ et © 1991 Barclay , Paris" - "Avec l'aimable autorisation des disques BARCLAY"			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134912179"	"Lô, Ismaël|Studio 2000"	"Lô, Ismaël|Studio 2000"	"Komposition (von)|Musiklabel"	"1956-"
470917717	TK 1756	TK 1756 470917717		Xumbeul / Ismael Lo		"und"	Enth.: Tiedo. Ndiawar. Taar du Sey - Ataya. Sofia. Fatou Ndiayye	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1756|-"	1993	"Dakar"	"44728"	Ilopro	"Musik|Senegal|Populäre Musik"	66.20/CPz	"Avec l'aimable autorisation des disques BARCLAY"			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134912179"	"Lô, Ismaël|Ilopro"	"Lô, Ismaël|Ilopro"	"Komposition (von)|Musiklabel"	"1956-"
470918195	TK 1757	TK 1757 470918195		Afrique sunu / Ismael Lo		"und"	Enth.: Diop le maire. N'deye wassaname - Afrique sunu. Teranga Senegal. Khar	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1757|-"	1993	"Dakar"	"44728"	Ilopro	"Musik|Senegal|Populäre Musik"	66.20/CPz	"Avec l'aimable autorisation des disques BARCLAY"			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134912179"	"Lô, Ismaël|Ilopro"	"Lô, Ismaël|Ilopro"	"Komposition (von)|Musiklabel"	"1956-"
470918950	TK 1758	TK 1758 470918950		Mandjou / Salif Keita		"und"	Enth.: Mandjou. Kandja. 4V - N'toman. Balla. Djoujouya	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1758|1884"	1984	""	""		"Musik|Mali|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134650166"	"Keïta, Salif"	"Keïta, Salif"	"Interpretation (durch)"	"1949-"
470919515	TK 1759	TK 1759 470919515		Kō-Yạn / Salif Keita		"und"	Enth.: Yada. Nous pas bouger. Ko-yan. Fe-so. Primpin. Tenin. Sabou	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1759|MCT 1002"	1989	"New York"	"18766"	Island Records	"Musik|Mali|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134650166"	"Keïta, Salif|Island Records"	"Keïta, Salif|Island Records"	"Interpretation (durch)|Musiklabel"	"1949-"
470924330	TK 1760	TK 1760 470924330		Nila / Omar Pene		"und"	Enth.: Nila. Kuur ngany ngalam. Djiko. Borom darou - Bole doley. Liko takeu. Dorobe. Pape Ngom	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1760|SYL 83132"	1997	"Paris "	""	Syllart Production	"Musik|S|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1065416989"	"Pene, Omar|Syllart Production"	"Pene, Omar|Syllart Production"	"Interpretation (durch)|Musiklabel"	"1956-"
