PPN	Signatur	Signatur_PPN	weitere Signaturen	Objekttitel	Reihentiteltitel	"Sprachen"	Objektbeschreibung	Umfang	"Weitere Nummer (Typ)"	"Weitere Nummer (Wert)"	Datum	"Ort"	"Ort-System-ID"	Label	"Schlagwörter"	Teilsammlung (AMA)	Weitere Informationen	Merkmale	Interpret	Ereignis	"GND-URL"	"Import-Name"	"Name"	"Rolle"	"Bemerkung"
470928468	TK 1751	TK 1751 470928468		Muti mukuru / Ephat Mujuru and the Spirit Of The People		"und"	Enth.: Muti mukuru. Buka tiende. Nharire - Mandarendare. Pasi chigare. Bangidza	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1751|L4 ZML 1033"	1995	"Zimbabwe?"	"44360"	[Verlag nicht ermittelbar]	"Musik|Zimbabwe|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1124695109|http://d-nb.info/gnd/1220247286"	"Mujuru, Ephat|The Spirit of the People|[Verlag nicht ermittelbar]"	"Mujuru, Ephat|The Spirit of the People|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1950-2001|"
471033995	TK 1761	TK 1761 471033995		Xiif : (Éthiopie - Sahel) / Ismael Lo		"und"	Enth.: Alal. Bode Gor. Xiif (Éthiopie - Sahel) - Tiedo. Diouma. Marie Lô	1 Tonkassette ; Mono-Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1761|SYL 8321"	1985	"Dakar"	"44728"	Syllart Production Sénégal	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134912179|http://d-nb.info/gnd/108844993X"	"Lô, Ismaël|Sylla, Ibrahima|Syllart Production Sénégal"	"Lô, Ismaël|Sylla, Ibrahima|Syllart Production Sénégal"	"Komposition (von)|Produktion (von)|Musiklabel"	"1956-|1956-2013"
47103780X	TK 1762	TK 1762 47103780X		Génération nouvelle / Baba Maal		"und"	Enth.: Génération nouvelle. Ngalu. Signature - Hamady Boiro. Sy Sawande. Free Mandela	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1762|ST2001"	1988	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134781457"	"Maal, Baaba|Studio 2000"	"Maal, Baaba|Studio 2000"	"Interpretation (durch)|Musiklabel"	"1953-"
471038229	TK 1763	TK 1763 471038229		Ndilane / Baba Maal		"und"	Enth.: Déliya. Bambado. Laré - AR-Yilo. Yéla. Hama yerowel	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1763|ST2006"	1988	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134781457"	"Maal, Baaba|Studio 2000"	"Maal, Baaba|Studio 2000"	"Interpretation (durch)|Musiklabel"	"1953-"
471038687	TK 1764	TK 1764 471038687		Olel / Baba Maal		"und"	Enth.: Olel. Garoowo. Lem Gi - Danube. Naange. Gidelam	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1764|-"	1990	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134781457"	"Maal, Baaba|Studio 2000"	"Maal, Baaba|Studio 2000"	"Interpretation (durch)|Musiklabel"	"1953-"
471039268	TK 1765	TK 1765 471039268		Dounya : Baaba Maal présente Ahmed Maal & Barkhane Cissé / Baaba Maal, Ahmed Maal, Barkhane Cissé [u.a.]		"und"	Enth.: Dounya. Lenol Lam. Amadou - Baye Birane. Salaye. Ngane	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1765|-"	1996	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134781457||"	"Maal, Baaba|Maal, Ahmed|Cissé, Barkhane|Studio 2000"	"Maal, Baaba|Maal, Ahmed|Cissé, Barkhane|Studio 2000"	"Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1953-||"
471041114	TK 1754	TK 1754 471041114		Hail H.I.M. / Burning Spear		"und"	Enth.: Hail H.I.M. Colombus. Road foggy. Follow Marcus Garvey. Jah see and know - African teacher. African postman. Cry blood Africa. Jah a go raid	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1754|7321"	1988	"Ort nicht ermittelbar"	"4035"	[Verlag nicht ermittelbar]	"Musik|Reggae|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134813898"	"Burning Spear, Reggaemusiker|[Verlag nicht ermittelbar]"	"Burning Spear <Reggaemusiker>|[Verlag nicht ermittelbar]"	"Interpretation (durch)|Musiklabel"	"1945-"
471042781	TK 1766	TK 1766 471042781		Tono / Baba Maal		"und"	Enth.: Ndjilou. Fanta. Diamma. Hayo mi dagni - Wara. Ndakarou. Tono	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1766|-"	1993	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz	Track A4 (Hayo mi dagni) nicht auf Einleger			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/134781457"	"Maal, Baaba|Studio 2000"	"Maal, Baaba|Studio 2000"	"Interpretation (durch)|Musiklabel"	"1953-"
471043370	TK 1767	TK 1767 471043370		Le défi / Amy Koïta		"und"	Enth.: Tche. N'tekelefe. Gomba. Kegnalen. Benide - Djonson. Djeliman. Kotouba. Soman	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1767|-"	1994	"Mali?"	""	Mansa	"Musik|Mali|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/106539103X"	"Koïta, Amy|Mansa"	"Koïta, Amy|Mansa"	"Interpretation (durch)|Musiklabel"	"1952-"
471043443	TK 1767	TK 1767 471043443		Le défi / Amy Koïta		"und"	Enth.: Tche. N'tekelefe. Gomba. Kegnalen. Benide - Djonson. Djeliman. Kotouba. Soman	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1767|-"	1994	"Mali?"	""	Mansa	"Musik|Mali|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/106539103X"	"Koïta, Amy|Mansa"	"Koïta, Amy|Mansa"	"Interpretation (durch)|Musiklabel"	"1952-"
471043583	TK 1768	TK 1768 471043583		Nakan / Amy Koita		"und"	Enth.: Nakan. Concorde Gaye. Sanou djoube - Djonson. Djeliman. Kotouba. Soman. Gnagna. Lolan. Allah Noh	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1768|SS-66"	1990	"Monrovia"	"721404"	Super Sound Inc.	"Musik|Mali|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/106539103X"	"Koïta, Amy|Super Sound Inc."	"Koïta, Amy|Super Sound Inc."	"Interpretation (durch)|Musiklabel"	"1952-"
471043702	TK 1770	TK 1770 471043702		Jackpot 16000 / [Diverse Interpret*innen]		"und"	Enth.: Umcondo omnyama - Butana special - Freeway to Natal - Mpolompolo - Phezukomkhono - Vula Vala - Unondindwa - Phephezela Joe - Izintuli - Broadway	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1770|Umjondolo 50 69"	1982	"Südafrika"	"4802"	Umjondolo	"Musik|Südafrika|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	""	"Umjondolo"	"Umjondolo"	"Musiklabel"	""
471043869	TK 1769	TK 1769 471043869		Hommage à Sambayal Gaye "Concorde" / Amy Koita		"und"	Enth.: Mamaya. Bambougoutchi. Toro mo Douman - Kirike. Lamban. Kaira	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1769|AK001"	1992	"Mali"	""	[Amy Koita]	"Musik|Mali|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/106539103X"	"Koïta, Amy|[Amy Koita]"	"Koïta, Amy|[Amy Koita]"	"Interpretation (durch)|Musiklabel"	"1952-"
47104802X	TK 1771	TK 1771 47104802X		Namibia from the heart / [Diverse Interpret*innen]		"und"	Enth.: #gaxare ihom !natse. Dao e ae #eibasens. Nes ge !gâl - thôas. Tarei /kab #kam - khuba. ! gâiseb ta lawema te. Sa iaoxa !gâuheib ! gao da. ! khu elo. #gaxare. Ti Jesutse. Neba da gema - //chutse sats ioa usida. Ti ichoedo igoise ha. !khuba !na masen #si !nosase. //kha-//kha te eta#gom. !gai - !khuba goa. !gai !on ge. /hom !awab ge go. Gei elo. Samis di da !haroga	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1771|PJMC 1048"	2000	"Windhoek"	""	Paul Joubert Music	"Musik|Namibia|Religiöse Musik?"	o.I.				Veröffentlichung (musikalisches Werk)	""	"Paul Joubert Music"	"Paul Joubert Music"	"Musiklabel"	""
471337196	TK 1774	TK 1774 471337196		Live bir Sorano : Youssou N'Dour & Le Super Étoile de Dakar live du 11 juin 93 à Sorano / Youssou N'Dour & Le Super Étoile		"und"	Enth.: Pot-pourri: Médina, Dabi, Atou, Thiomo, Maral, Bandjoli - Yoleley. Woma	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1774|PCS"	1993	"Dakar"	"44728"	PCS Pyramide Culturelle Studio 2000	"Musik|Senegal|Mbalax|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/119093553|http://d-nb.info/gnd/3016189-7"	"N'Dour, Youssou|Super-Etoile de Dakar|PCS Pyramide Culturelle Studio 2000"	"N'Dour, Youssou|Super-Etoile de Dakar|PCS Pyramide Culturelle Studio 2000"	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1959-|"
471337463	TK 1773	TK 1773 471337463		Volume 1	Best parad	"und"	Enth.: Mizora - Tsy eo ianao - Zavavy - Hitsio f'iny - Sao lanao manantena - Fahiny - Loza - Bebeny - Tao an-tsekoly - Mosoara	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1773"	1994	""	""		"Musik|Madagaskar|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	""	""	""	""	""
471337706	TK 1744	TK 1744 471337706		Volume 2	Best parad	"und"	Enth.: Loza. Tsy minday pasazy. Marary.Tsy ho ahyianao (Tsy ho ahy ianao) - Mpangataka. Aza avela. Fitia vaovao. Fiainana. Tao an-tsekoly	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1744"	1995	"Antananarivo?"	""	Kalam's Prod.	"Musik|Madagaskar|Populäre Musik"	o.I.				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1219866369"	"Iraimbilanja|Kalam's Prod."	"Iraimbilanja|Kalam's Prod."	"Interpretation (durch)|Musiklabel"	""
471338389	TK 1776	TK 1776 471338389		Dikkaat / Youssou N'Dour et le Super Étoile de Dakar		"und"	Enth.: Xarit. Letter. Bes - Mercy. Yallaay dogal. Njaajaan njaay	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1776|-"	1990	"Dakar"	"44728"	Xippi Inc.	"Musik|Senegal|Mbalax|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/119093553|http://d-nb.info/gnd/3016189-7"	"N'Dour, Youssou|Super-Etoile de Dakar|Xippi Inc."	"N'Dour, Youssou|Super-Etoile de Dakar|Xippi Inc."	"Komposition (von)|Interpretation (durch)|Musiklabel"	"1959-|"
471343420	TK 1778	TK 1778 471343420		Balla Aïssa Boury / Kiné Lam		"und"	Enth.: Balla Aïssa Boury. Ndeye Fatou Ndoye. Célibataire - Tabasky Thiam. Borom keur. Lago du Wees	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1778|KSF 004"	1990	"Dakar"	"44728"	K.S.F. ; Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1126280267"	"Lam, Kiné|K.S.F. ; Studio 2000"	"Lam, Kiné|K.S.F. ; Studio 2000"	"Interpretation (durch)|Musiklabel"	""
47137461X	TK 1779	TK 1779 47137461X		Duciman / Souleymane Faye		"und"	Enth.: Duciman. Teyulen. Diamonotwist - Aminta Ndiaye. Lambada. Yeguloma	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1779|AVP 0008"	1990	"Dakar?"	"44728"	AVP Audio-Video-Production	"Musik|Senegal|Mbalax|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/122072694X"	"Faye, Souleymane|AVP Audio-Video-Production"	"Faye, Souleymane|AVP Audio-Video-Production"	"Interpretation (durch)|Musiklabel"	"1951-"
471374776	TK 1780	TK 1780 471374776		Sogui / Souleymane Faye		"und"	Enth.: Deuke bi. Camsar Gueye. Diamonoji - Thioro Baye Samba. Abdou Gueye. Sogui	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1780|AVP 0012"	1992	"Dakar?"	"44728"	AVP Adio-Video-Production	"Musik|Senegal|Mbalax|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/122072694X"	"Faye, Souleymane|AVP Adio-Video-Production"	"Faye, Souleymane|AVP Adio-Video-Production"	"Interpretation (durch)|Musiklabel"	"1951-"
471455717	TK 1782	TK 1782 471455717		Seytane / Coumba Gawlo Seck		"und"	Enth.: Seytane. Yobalewa (Tcha deugue deugue). Kaymadeyla - Diafeyalla. Ibrahima-Sall. Soweto	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1782|AudioVideo AVP 009"	1992	"Dakar"	"44728"	Audio Video Production	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1126281328"	"Seck, Coumba Gawlo|Audio Video Production"	"Seck, Coumba Gawlo|Audio Video Production"	"Interpretation (durch)|Musiklabel"	"1972-"
471456241	TK 1783	TK 1783 471456241		N°10 / Thione Seck & Le Raam Daan		"und"	Enth.: Le @N°10. Khewi. Zikar - Galathie. Khalel. Mass-N'Diaye	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1783|SP 001"	1990	"Paris"	"17840"	[Nicht ermittelbar]	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1070287040|http://d-nb.info/gnd/3059298-7"	"Seck, Thione|Raam Daan|[Nicht ermittelbar]"	"Seck, Thione|Raam Daan|[Nicht ermittelbar]"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1955-2021|"
471456616	TK 1784	TK 1784 471456616		...dieulleul! / Thione Seck & Le Raam Daan		"und"	Enth.: ...dieulleul!. Domou Baye. Khareby - Gaye Massar. Gadaay. France. Sandaga dub	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1784|AB 002"	1992	"Paris"	"17840"	Akan Production	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1070287040|http://d-nb.info/gnd/3059298-7"	"Seck, Thione|Raam Daan|Akan Production"	"Seck, Thione|Raam Daan|Akan Production"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1955-2021|"
471457116	TK 1786	TK 1786 471457116		Bidenti wo / Khar Mbaye Madiaga		"und"	Enth.: Bidenti wo. Na rirr. Yagg woy - Aya bimbang. Doungap. Ndiouk	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1786|-"	1990	"Dakar"	"44728"	Studio AZ	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1126445029"	"Mbaye Madiaga, Khar|Studio AZ"	"Mbaye Madiaga, Khar|Studio AZ"	"Interpretation (durch)|Musiklabel"	""
471459143	TK 1787	TK 1787 471459143		Gorgui / SAF		"und"	Enth.: Tadjabone. Beug ab djibeu. Yella - Gorgui. Da ma done daw. Beug de	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1787"	1991	"France"	"4050"	[Production AAS]	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1220865702"	"Groupe SAF (Musikgruppe)|[Production AAS]"	"Groupe SAF|[Production AAS]"	"Interpretation (durch)|Musiklabel"	""
471459232	TK 1788	TK 1788 471459232		Salamalecoum / SAF		"und"	Enth.: Salamalecoum. Kassala. Djapente - Bamba. Doyena. Yella (remix)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur"	"TK 1788"	1992	"France"	"4050"	Production AAS	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1220865702"	"Groupe SAF (Musikgruppe)|Production AAS"	"Groupe SAF|Production AAS"	"Interpretation (durch)|Musiklabel"	""
471830941	TK 1789	TK 1789 471830941		Badeya / Les frères Diallo Yoro et Samba		"und"	Enth.: Sigiumanadia. Ankamdouké. Imakouba - Badeya. Moukosountatiyala. Keleyakele	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer|Verlags-Bestellnummer"	"TK 1789|CKT 195|195"	1993	"Paris"	"17840"	[Camara Production]	"Musik|Mali|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/122108688X|http://d-nb.info/gnd/1221086987"	"Diallo, Yoro|Diallo, Samba|[Camara Production]"	"Diallo, Yoro|Diallo, Samba|[Camara Production]"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"1960-|"
471833371	TK 1745	TK 1745 471833371		Ya ʾamīmatī / Qasim Kafi		"und"	Enth.: Kūktāil. ʿAdāla. Kul yaūm marīḍ. Al-la︠̄qmy - Hāl kamūn minayn ya nānā. Kūktāil. Fuzty ʿalbanāt. Yā ṭabaq al-ward	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1745|Poly K7 PK 10"	1995	"Ort nicht ermittelbar"	"4035"	Poly K7	"Musik|Tunesien|Populäre Musik"	66.19/GeRS				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1220649406"	"Kafi, Qasim al-|Poly K7"	"al- Kafi, Qasim|Poly K7"	"Interpretation (durch)|Musiklabel"	"1945-2018"
471894370	TK 1798	TK 1798 471894370		Sa kunu sa / Kandia Kouyaté		"und"	Enth.: Sa kunu sa. Gne bori ifè. Lagaré. Mandé mansa - Muso Kalan. Mansa youman. Dalla. Kitakourou	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1798|CK7 094"	1992	"Senegal"	""	Camara Production CK7	"Musik|Mali|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1126207489"	"Kouyaté, Kandia|Camara Production CK7"	"Kouyaté, Kandia|Camara Production CK7"	"Komposition (von)|Musiklabel"	"1959-"
471899127	TK 1799	TK 1799 471899127		Ken bugul / Madou Diabate		"und"	Enth.: Madame Jonhson [Madame Johnson]. M'beuguël. Ken (instrumental) - N'jiit. Ken Bugul. Exode. Djelly (instrumental)	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1799|-"	1990	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1221218808"	"Diabaté, Mamadou|Studio 2000"	"Diabaté, Mamadou|Studio 2000"	"Komposition (von)|Musiklabel"	"1960-2012"
471926914	TK 1800	TK 1800 471926914		Noreyni / Kiné Lam		"und"	Enth.: Kara noreyni. Nimay doxee. Yobente yalla - Domaine national. ASC Jaraaf. Li waral li	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1800|KSF15"	1992	""	""		"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1126280267"	"Lam, Kiné"	"Lam, Kiné"	"Interpretation (durch)"	""
471927589	TK 1801	TK 1801 471927589		Kara : (Volume 1) / Alioune Kasse et le Kasse-Stars		"und"	Enth.: Kara. Modou Moudou. Tjouraye Gongo. Baye Ibra - Li Ngaye Diaye. Xaré. Niagamar	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1801|PCS"	1994	"Dakar"	"44728"	PCS Pyramide Culturelle Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1221279246|http://d-nb.info/gnd/1221279300"	"Kasse, Alioune|Kasse-Stars|PCS Pyramide Culturelle Studio 2000"	"Kasse, Alioune|Kasse-Stars|PCS Pyramide Culturelle Studio 2000"	"Interpretation (durch)|Arrangement (von)|Musiklabel"	"|"
471928127	TK 1802	TK 1802 471928127		Fawade wele / Dial M'Baye		"und"	Enth.: Fawade wele. Nango liguey. Defal Yallah - Foureul. Fouleu. Ramatoulaye	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1802|KSF005"	1993	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1221279572|http://d-nb.info/gnd/1126280267|http://d-nb.info/gnd/1221279807"	"M'Baye, Dial|Lam, Kiné|Group Yacheikh|Studio 2000"	"M'Baye, Dial|Lam, Kiné|Group Yacheikh|Studio 2000"	"Interpretation (durch)|Interpretation (durch)|Interpretation (durch)|Musiklabel"	"||"
473061996	TK 1792	TK 1792 473061996		Tuki / Hasse Walli & Asamaan		"und"	Enth.: Bamba. Say Contar. Jambaar - Tuki Ndaw. Jamm. Diakhlé	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1792|-"	1990	""	""		"Musik|Senegal|Finnland|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1209070863|http://d-nb.info/gnd/1209071053"	"Walli, Hasse|Asamaan"	"Walli, Hasse|Asamaan"	"Interpretation (durch)|Interpretation (durch)"	"1948-|"
473064987	TK 1793	TK 1793 473064987		New look / Super Diamono		"und"	Enth.: Étudiant. Rose. Pasteef - Doomi Gaionti. Sat lu leen. Bass	1 Tonkassette ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1793|121106"	1990	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/3027408-4"	"Super Diamono|Studio 2000"	"Super Diamono|Studio 2000"	"Interpretation (durch)|Musiklabel"	""
473119021	TK 1795	TK 1795 473119021		Rock Mbalax II / Demba Dia		"und"	Enth.: Président. Baba nini. Fouta Arti 2. Khadi Sall - Rock Mbalax II. Casamance. Raga dub. Yolele	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1795|DEM 2"	1990	"Dakar|Paris"	"44728|17840"	Rock Mbalax Production	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1222547864"	"Dia, Demba|Rock Mbalax Production"	"Dia, Demba|Rock Mbalax Production"	"Komposition (von)|Musiklabel"	"1964-2014"
473119226	TK 1796	TK 1796 473119226		Ndeupe-Li / Maxou [Mahktar Laye Fall]. Group Yacheikh		"und"	Enth.: Ndeupe-Li. Deugue de dee. Boudul konteek - Jihad tul nafsu. Dieufeul. Khourak-Dial	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1796|KSF 006"	1990	"Dakar"	"44728"	Studio 2000	"Musik|Senegal|Populäre Musik"	66.20/CPz				Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1222547996|http://d-nb.info/gnd/1221279807"	"Maxou|Group Yacheikh|Studio 2000"	"Maxou|Group Yacheikh|Studio 2000"	"Interpretation (durch)|Interpretation (durch)|Musiklabel"	"|"
473119439	TK 1797	TK 1797 473119439		Faso / Kouyate & Kouyate		"und"	Enth.: Medley 1 (Bembeya Jazz, Horoya Band u.a.): Armée guinéenne. Sasilon. Mousogbe. Toubaka. Sara. Beni Barale. Diaraby. waraba. Nanimbaly. Fatoumata. Wousse - Medley 2 (Sory Kandia Kouyaté): Conakry. Tinkisso. Nina. Minawa. Souaressi. Sakodougou. Malissadio. Fouaba. Heleya	1 Tonkassette ; Stereo ; 10x7 cm, 4 mm Band	"Signatur|Verlags-Bestellnummer"	"TK 1797|KBK 902"	1985	"Conakry|Paris"	"17840"	Kabako/Ibrahima Sylla Prod.	"Musik|Guinea|Populäre Musik"	66.20/CPz	""Kouyate et Kouyate", c'est la rencontre de deux familles Kouyate..."			Veröffentlichung (musikalisches Werk)	"http://d-nb.info/gnd/1063314860|http://d-nb.info/gnd/1066608245|http://d-nb.info/gnd/1066608792|http://d-nb.info/gnd/3059743-2|http://d-nb.info/gnd/3059727-4|http://d-nb.info/gnd/1222546531"	"Kouyaté, Sory Kandia|Kouyaté, Papa|Kouyaté, Kabiné|Bembeya Jazz National|Horoya-Band National|Kouyate & Kouyate|Kabako/Ibrahima Sylla Prod."	"Kouyaté, Sory Kandia|Kouyaté, Papa|Kouyaté, Kabiné|Bembeya Jazz National|Horoya-Band National|Kouyate & Kouyate|Kabako/Ibrahima Sylla Prod."	"Komposition (von)|Interpretation (durch)|Interpretation (durch)|Komposition (von)|Komposition (von)|Interpretation (durch)|Musiklabel"	"1937-1977|||||"
