PPN	Signatur	Product	DateCreated	Artist	
369259599	R 2548	Ba bokilo balingui mbongo ya quantité / Le grand-père Bozi-Boziana et l'Anti-Choc 90 - Anytha-Ngapy Productions	1990	Bozi Boziana / Wally / Mukangi, Déesse / Bozi Boziana / Anti Choc	
36926228X	R 2550	Bozi-Boziana / Bozi-Boziana, Joly.Detta et Desse avec l'Anti-Choc - Bade Star Music	1989	Bozi Boziana / Bozi Boziana / Detta, Jolie / Mukangi, Déesse / Anti Choc	
369264460	R 2551	Bilombe bakutani / Le Trio N'YO.BI.WE du Clan Langa-Langa - REM-Rythmes et Musique Production	1980	Papa Wemba / N'Yoka-Longo / Ombale, Bimi / Trio N'YO.BI.WE	
369276930	R 2554	Maïka / Maika Munan - Maika Munan	1986	Munan, Maika / Munan, Maika	
369290917	R 2555	Bayaya / Wawali Bonané accompagné par Generation Soukouss Enzenzé - Maciste Production	1985	Wawali / Wawali / Generation Soukouss Enzenzé	
369685121	R 2587	Méchant garçon / Abeba Lipordo et Viva-la-Musica de Papa Wemba - AL (Abeba Lipordo)	1985	Lipordo, Abeba / Lipordo, Abeba / Viva la Musica	
369688449	R 2589	Procès verbal / L'honorable Chancelier Royce & Viva la Musica de Papa Wemba - Sonodisc	1995	Chancelier Royce / Chancelier Royce / Viva la Musica	
36969838X	R 2593	Tochino / Tochino - safari sound	1985	Tochino / Tochino	
369754425	R 2619	Monument / Pierre Moutouari et sa fille Michaelle Moutouari - Ets. P.M. (Pierre Moutouari)	1985	Moutouari, Pierre / Moutouari, Pierre / Moutouari, Michaelle	
369761197	R 2620	Dynamo / Pierre Moutouari et sa fille Michael Moutouari - Ets. P.M.	1984	Moutouari, Pierre / Moutouari, Pierre / Moutouari, Michaelle	
369761944	R 2621	Kuassa Kuassa / Yakini Kiese (en duo avec Koffi Olomide dans Celya-Ba) - Yakini Struggling Man Productions	1988	Kiese, Yakini / Kiese, Yakini / Olomidé, Koffi	
369772830	R 2624	Tedys na nga / André Pamomiel Miegakanda - Kvir Production Records	1985	Pamomiel, André / Pamomiel, André	
369870794	R 2645	Franklin Boukaka à Paris / Franklin Boukaka. Arr. et dir. orchestre Manu Dibango - Sonafric	1977	Boukaka, Franklin / Dibango, Manu / Boukaka, Franklin	
370296729	R 2652	Maray Maray / Chant: Josky Kiambukuta, Espérant et Maray - Tonton Mayala	1985	Maray Maray / Josky / Kisangani, Ndjeinga Espérant	
370298101	R 2654	L' avenir / Bozi-Boziana et l'Anti-Choc - Flash Diffusion Business	1990	Bozi Boziana / Anti Choc	
370528603	R 2656	Statue de la liberté / Modogo Gian Franco Ferré et l'orchestre Viva la Musica - Disques Espérance	1991	Ferré, Modogo Gianfranco / Ferré, Modogo Gianfranco / Viva la Musica	
370534409	R 2657	Bozi Boziana chante : pot pourri 18 ans de succès / Bozi Boziana, Joly Detta et Anti-Choc - S.I.C.-Société International de commerce	1988	Bozi Boziana / Detta, Jolie / Choc Stars / Zaïko Langa Langa / Anti Choc	
371169119	R 2663	Nkolo kwanga / Lita Bembo et l'Orchestre Stukas Mombombo - C.I.D.	1985	Bembo, Lita / Bembo, Lita / Stukas	
373879105	CD 1093	Afroplastique / Niasony - Membran Media GmbH	2014	Niasony / Niasony	
373964188	CD 1098	20 years history : the very best of Syllart Productions - Syllart Productions	2002	Bensignor, François / Sylla, Ibrahima	
374342415	R 2664	Likambo-ya-soudure / Koffi Olomide - Production Tchika	1985	Olomidé, Koffi / Olomidé, Koffi	
377707171	R 2674	Aï aï aï : la bombe éclate / Rigo & Koffi - Mayala Ma-Mpangu	1985	Rigo Star / Olomidé, Koffi	
377709239	R 2675	Hit parade / D'Jenga-K Espérant, Koffi-O "AGR", N'Tesa Daliens, Josky Kiambukuta - Production Tchika	1985	Kisangani, Ndjeinga Espérant / Olomidé, Koffi / Dalienst, Ntesa / Josky	
386978891	RS 1957	Dansons... avec le Ry-Co Jazz : special danse / Ry-Co Jazz. Casino, Justin Bécaud - Disques Vogue	1963	M'bilia, Casimir / Becaud, Justin / Ry-Co Jazz	
395820006	R 2703	Le Seigneur Rochereau dans la musique congolaise de variétés / Tabu Ley Rochereau & L'Orchestre African Fiesta National "Le Peuple" - African	1970	Ley, Tabu / African Fiesta	
395820812	R 2704	Seigneur Rochereau : accompagné par l'Orchestre African Fiesta National (le peuple) / Seigneur Rochereau. Orchestre African Fiesta National - Sonafric	1970	Ley, Tabu / African Fiesta	
395836522	R 2709	Kass tout / Kass Kass - Bleu Caraïbes	1988	Passy-Jo <Musiker> / Passy-Jo <Musiker> / Kass-Kass	
395840163	R 2710	Domingo / Sam Mangwana et le Festival des Maquisards - African	1971	Mangwana, Sam / Mangwana, Sam / Festival des Maquisards	
395858003	R 2720	Moustique / Zao - Bleu Caraïbes	1988	Zao	
395879531	R 2727	Dikenga / Kapia le griot du Zaire - ARS studiofrance	1980	Kapia / Kapia	
395879906	R 2728	Mr. L'Argent / Le Grand Orchestre Les Redoutables - IAD Industrie Africaine du Disque - Congo	1980	Redoutables	
396668259	R 2752	Découvrez l'Afrique noire : chansons africaines d'hier et d'aujourd'hui / Gnonnas Pedro y sus Panchos de Cotonou (Bénin), Claude et Mondo Mingole (Cameroun), Franklin Boukaka, ses Sanzas et son Orchestre Congolais (Congo) - Barclay	1967	Sala, Gilles / Gnonnas Pedro y Sus Panchos / Claude et Mondo Mingolé / Franklin Boukaka, ses Sanzas et son Orchestre Congolais	
396678378	R 2755	Oka polisson chauffe / Choc Stars - Espera Records	1989	Choc Stars	
396678823	R 2756	Jetez l'éponge / Zaïko Langa-Langa - New Deal records	1989	Zaïko Langa Langa	
396680267	R 2757	Les Redoutables d'Abeti / Les Redoutables - ANS - Africa New Sound (O.TO.DI.)	1984	Redoutables	
398072450	R 2758	Eh ngoss! Eh ngoss! Eh ngoss! / Zaïko Langa-Langa - PROZAL	1985	Zaïko Langa Langa	
398073554	R 2761	En Europe / Zaïko L.L. - Editions K.K.M.	1984	Zaïko Langa Langa	
398073945	R 2762	Nouvelle génération à Paris / Papa Wemba, Modogo Gian Franco Ferre et l'orchestre Viva la Musica - Disques Espérance	1988	Ferré, Modogo Gianfranco / Papa Wemba / Ferré, Modogo Gianfranco / Viva la Musica	
398074852	R 2765	Le tube de vos vacances : Liya Liya Faina / Pepe Kalle & Empire Bakuba - Les Editions Simon Lowé	1990	Pépé Kallé / Empire Bakuba	
398075530	R 2766	Kabambare / Empire Bakuba - Gabon-Music	1985	Empire Bakuba	
398243824	R 2770	Bolingo se bolingo / Orchestre Bota du Congo - Soul Posters	1985	Orchestre Bota du Congo	
39824507X	R 2771	Mon mari est soulard / Denis Loubassou - Syllart Record	1986	Loubassou, Denis / Loubassou, Denis	
398415315	R 2773	Le second souffle / Clotaire Douley - IAD/Sound	1984	Douley, Clotaire / Douley, Clotaire	
398416087	R 2774	Les grands succès des Éditions Veve, vol. 4 / Direction, production: Verckys - sonafric	1978	Verckys / Orchestre Lipua-Lipua / Orchestre Kiam	
398417032	R 2775	Mansanga / Djo-Nolo - Gefraco	1985	Djonolo, Givé / Djonolo, Givé	
398417555	R 2776	Empire Bakuba / Pepe Kalle et Nyboma. Empire Bakuba - Syllart Records	1985	Pépé Kallé / Nyboma / Empire Bakuba	
398418012	R 2777	Aladji / Sam Mangwana - Syllart Records	1987	Mangwana, Sam / Mangwana, Sam	
398418500	R 2778	Paris Match / Espérant. Accompagnée par Papa Wema et Viva la Musicak - Flash Diffusion Business	1988	Kisangani, Ndjeinga Espérant / Kisangani, Ndjeinga Espérant / Papa Wemba / Viva la Musica	
398418837	R 2779	Diva / Koffi Olomide "Gangi ya film" - Espera	1986	Olomidé, Koffi / Olomidé, Koffi	
398419574	R 2780	Abumba du Zaire / Abumba Masikini - Capriccio	1980	Masikini, Abumba / Masikini, Abumba	
398579946	R 2783	Canon du Zaïre / Josky et Djo-Mpoy - Zika Music	1985	Josky / Mpoyi, Joe	
398595399	R 2784	Tout haut en ciel / Salancoud - New-King Production	1984	Salancoud / Salancoud	
398669651	R 2785	Dynamite Verckys / Verckys et l'orchestre Veve - African	1970	Verckys / Verckys / Orchestre Veve	
398856672	R 2786	Ya toupas / Les Ya Toupas du Zaïre - Songhoï Records	1978	Les Ya Toupas du Zaïre	
398884013	R 2787	Wuta May / Wuta May et l'ensemble Bongo-Rama - Kina-Rama	1982	Wuta Mayi / Wuta Mayi / Bongo-Rama	
398890412	R 2791	Amanda / Black Blood - biram (phonogram)	1976	Banda Kalenga, Steve / Black Blood	
398896208	R 2794	Zaiko Wawawa / Pelasimba et Manuaku - Tessy Records	1980	Pelasimba, Jacques / Pelasimba, Jacques / Waku, Manuaku	
398896380	R 2795	Sambara de Bananikhouré / Pela - Ledoux Records	1981	Pelasimba, Jacques / Pelasimba, Jacques	
398896755	R 2796	Bilongo / L'International Rumbaya sous la direction de Loko Massengo - MC Production-Distribution MUSICLUB	1980	Massengo, Loko / L'International Rumbaya	
398922128	R 2797	Ba décidé na kufua / Emi Caroll - Belolo P. Roll	1985	Emi Caroll / Emi Caroll	
398923728	R 2799	Métiss'age / Bovick Bondo Gala - Disques Espérance	1987	Bovick / Bovick	
398925615	R 2800	Dit Moninga / Eyenga & Abeti - IAD Sound	1984	Eyenga / Eyenga / Abeti / Redoutables	
398926077	R 2801	Souci / Fede Lawu et le groupe Matchatcha - Maciste Productions	1985	Lawu, Fédé / Matchatcha	
398926379	R 2802	Qui vivra verra / Yenga Yenga Junior - 	1985	Yenga-Yenga, Junior / Zaïko Langa Langa	
398937206	R 2804	Nsusu yi kubidi / A.B. Lolita - Edition Makani	1982	Lolita / Lolita	
39893794X	R 2805	Vivre à deux / Trois S Essous J. Serge - Black Music	1985	Essous, Jean Serge / Essous, Jean Serge	
398945624	R 2806	Expérimental / M'Bamina - Fiesta	1978	Ngo, Samba / M'Bamina	
398946477	R 2809	Adiza / Lokassa ya Mbongo - Syllart Records	1990	Lokassa ya M'Bongo / Lokassa ya M'Bongo	
398946981	R 2810	À tout cœur / Lita Bembo avec Stukas Orchestra - Disques Espérance	1987	Bembo, Lita / Bembo, Lita / Stukas	
398949271	R 2811	Mpongo Love chante Alexandre Sambat / Mpongo Love - Ivindo	1985	Sambat, Alexandre / Love, M'Pongo	
398950180	R 2812	Partager / Mpongo Love - Syllart Records	1987	Love, M'Pongo	
398950784	R 2813	Maliga system / Geo Bilongo avec son groupe Malinga System - Afro-Rythmes A.F.R.	1985	Bilongo, Géo / Bilongo, Géo / Malinga System	
398951438	R 2814	Dovi / Bumba Massa - Syllart Records	1983	Bumba Massa / Bumba Massa	
398952299	R 2815	Nzinzi / Jo Kester Emeneya - Kaluila	1987	Emeneya / Emeneya	
39899837X	R 2816	Passi ya moto / Fundu et son ensemble - Pathé Marconi/ EMI	1977	Fundu / Fundu et son ensemble	
399036709	R 2817	Au fond du cœur / Kiyika Masamba (Flamy). Orchestre Kara de Kinshasa - Kina-Rama Selection	1985	Kiyika Masamba / Kiyika Masamba / Kara de Kinshasa	
399067949	R 2818	Isambe - Monie / Kanda Bongo Man - Editions de Bertholène	1990	Kanda Bongo Man / Kanda Bongo Man	
399069526	R 2822	Destin ya moto / Papa Wemba - Disques Espérance	1988	Papa Wemba	
399070281	R 2823	Malimba / Hector Zazou (music), Papa Wemba (vocals & lyrics) - Crammed Discs	1983	Zazou, Hector / Zazou, Hector / Papa Wemba	
399102264	CD 1143	Tenue correcte / Gloria Tukhadio de Viva la Musica - Sonodisc	1994	Tukhadio, Gloria / Papa Wemba / Tukhadio, Gloria	
399107851	CD 1147	Sangana / Nico, Rochereau, Kwamy & l'African Fiesta - African	1997	Nico <Docteur> / Ley, Tabu / Kwamy / African Fiesta	
399169938	CD 1167	Zairemusique : rumba & kwassa kwassa / Damien Aziwa, Bozi Anti-Choc, Olomide & Grand Zaiko - Voix d'Afrique	1990	Aziwa, Damien / Boziana, Bozi / Olomidé, Koffi / Grand Zaiko Wawa	
399195793	R 2824	La vie est belle / Papa Wemba, Tshala Muana, Klody. Zaiko Langa Langa - Polydor	1987	Papa Wemba / Muana, Tshala / Ndongala, Klody / Zaïko Langa Langa	
39919617X	R 2732	La vie est belle / Papa Wemba, Tshala Muana, Klody. Zaiko Langa Langa - Miracle Records/EMI Belgium	1987	Papa Wemba / Muana, Tshala / Ndongala, Klody / Zaïko Langa Langa	
399197303	R 2825	Je préfère balancer la sauce / Delly Mputu - Anvers-Musique	1985	Mputu, Dely Doh / Mputu, Dely Doh	
399198482	R 2826	Zouk eh ba / Buffalo et l'African Soukouss - Kadance	1985	Kawongolo, Buffalo Kalo / African Soukouss	
399209859	R 2827	Mayela / Orchestre Yanga-Yanga - Pathé Marconi/EMI	1977	Yanga-Yanga	
399210814	R 2828	La vie continue / Souzy Kasseya - Mercury/Publication Phonogram	1985	Kasseya, Souzy / Kasseya, Souzy	
399212175	R 2830	Ami Yelélé / Jearrys Fimbo - Sacodisc International	1985	Fimbo, Jearrys / Fimbo, Jearrys	
39948731X	R 2833	Livre d'or / Papi-Tex avec l'orch. Empire Bakuba - Mini Disco Les Vedettes Shaba	1987	Papy Tex / Papy Tex / Empire Bakuba	
399574131	TK 339	Déviation : sexy soukouss / Yondo Sister - [Aladji Touré]	1990	Yondo Sister	
399574549	TK 173	Déviation sexy soukouss / Yondo Sister - [ABC]	1990	Yondo Sister	
399652647	TK 184	Virunga / Samba Mapangala - ABC	1995	Mapangala, Samba	
399654631	TK 185	Pentagone / Wenge Musica BC-BG - Simon Music & S.I.P.E. Productions	1990	Wenge Musica BC BG	
399659854	TK 127	Mahele / Dally Kimoko & Les Top Swing - [Verlag nicht ermittelbar]	1996	Kimoko, Dally / Les Top Swing	
399664378	TK 966	Mahele / Dally Kimoko & Les Top Swing - A.C.P./CG	1996	Kimoko, Dally / Kimoko, Dally / Les Top Swing	
399757813	TK 195	O mona wapi / Dindo Yogo - Flash Diffusion Business	1990	Yogo, Dindo / Yogo, Dindo	
399794727	R 2834	Atinze mwana popi / Pepe Kalle et l'Empire Bakuba - Production BABI	1985	Pépé Kallé / Empire Bakuba	
399795812	R 2835	L'oiseau rare / Zaiko Langa Langa Familia Dei - Espera	1985	Zaïko Langa Langa	
399798269	R 2837	20 ans de carrière / Pamelo Mounk'a. Orchestre Afrisa International avec Rochereau et M'Bilia Bel. - Genidia	1983	Mounk'a, Pamelo / Mounk'a, Pamelo / Ley, Tabu / Bel, M'bilia / Afrisa International Orchestra	
39988985X	R 2838	Bois noir / Franco et le T.P. O.K. Jazz - Rythmes et Musique	1985	Deyes / Kiesse, Diambu / Franco <Musiker> / Tout-Puissant OK Jazz	
399904654	R 2840	Allo allo telephoner  / Yoka Lokito - Editions Rainbow (Rainbow Sound)	1985	Yoka Lokito	
399907424	R 2841	Sai - Liza / Kanda Bongo-Man - Kanda Bongo Man	1985	Kanda Bongo Man	
399908471	R 2842	Djessy - Dyna / Kanda Bongo Man - Afro Rythmes	1985	Kanda Bongo Man / Kanda Bongo Man	
399908501	TK 124	Avis de recherche / Zaiko Langa Langa "Nkola Mboka" - Syllart Productions	1995	Zaiko Nkolo-Mboka	
399986030	R 2843	Lela lela - Lowazo / Kanda Bongo Man - 	1987	Kanda Bongo Man / Kanda Bongo Man	
399988882	R 2844	Ki-makango mpe libala - Bonane na noel / Le Seigneur Rochereau - ISA	1969	Ley, Tabu / Ndombe, Pepe / Ley, Tabu	
399996028	R 2846	Face à face / Le Seigneur Tabu Ley Rochereau - Out of Africa	1985	Ley, Tabu / Ley, Tabu	
399998330	R 2847	Trop c'est trop - Lifelo ya masumu / Seigneur Tabu Ley Rochereau - Kaluila	1985	Ley, Tabu / Afrisa International Orchestra	
399999698	R 2848	Amilo - Sanza misato / Seigneur Tabu Ley Rochereau - Genidia	1985	Ley, Tabu / Afrisa International Orchestra	
400003597	R 2850	Menace de divorce / Grand Zaïko - Trelice Records	1985	Mateta, Ben / Grand Zaiko Wawa	
400005867	R 2851	Y'a plus confiance / Pablo Lubadika - Colorico Music	1985	Pablo <Musiker> / Pablo <Musiker>	
400266628	R 2854	Malinga - J.T. / Kanda Bongo Man - Kanda Bongo Man	1985	Kanda Bongo Man / Kanda Bongo Man	
400268892	R 2855	Tout choc - anti-choc / Zaïko Langa-Langa - Fan Club Zaïko	1983	N'Yoka-Longo / Zaïko Langa Langa	
400282364	R 2856	Maclo - Conseil Kissi / Shimita et Soukous Stars - Syllart	1985	Shimita / Shimita / Soukous Stars	
400287390	R 2859	Ba beaux-frères / Franco et l'Orchestre T.P. O.K. Jazz - African	1977	Franco <Musiker> / Tout-Puissant OK Jazz	
400288192	R 2860	Ekaba-Kaba / Le grand maître Franco. T.P. O.K. Jazz - Mélodie	1985	Franco <Musiker> / Tout-Puissant OK Jazz	
400356449	R 2861	Viva la musica, de génération en génération dans l'an 2000 / Fafa de Molokai - Flash Diffusion Business	1985	de Molokaï, Fafa / de Molokaï, Fafa	
40035909X	R 2862	Mokili ya nzambe / Docteur Nico - African	1969	Nico <Docteur>	
400371154	TK 316	Soukous non stop / Fede Lawu - [Verlag nicht ermittelbar]	1989	Lawu, Fédé	
400376350	R 2863	L'afrique danse avec Ya Tamba / Ya Tamba - African	1977	Josky / Ya Tamba / Ya Tamba	
400379627	R 2864	Les affaires sont les affaires - Maison à crédit / Dr. Limanne - Johny Music	1985	Docteur Limanne / Docteur Limanne	
400380714	R 2865	Houleux-houleux / Les frères Soki. Orchestre Bella-Bella - African	1974	Soki Dianzenza / Soki Vangu / Soki Dianzenza / Soki Vangu / Orchestre Bella-Bella	
400416115	TK 331	Loin des yeux / Pépé Kallé - Flash Diffusion Business	1993	Pépé Kallé	
400423006	TK 334	Ok Madame / Diblo-Dibala. Le groupe Matchatcha - Afric'Music	1994	Dibala, Diblo / Matchatcha	
400439921	R 2866	Tala modèle échanger / Zaïko Langa-Langa - ProZal	1985	Zaïko Langa Langa	
400443848	TK 336	Mama Mapasa / Empire-Bakuba - Musicanova]	1993	Dilumona, Dilu / Empire Bakuba	
400445174	TK 337	Le voyageur / Papa Wemba - CBH SARL	1991	Papa Wemba / Papa Wemba	
400445751	TK 338	Loin des yeux / Pépé Kallé - Flash Diffusion Business	1993	Pépé Kallé	
400450577	TK 341	8/10 - Benedicta / Mbilia Bel - [Verlag nicht ermittelbar]	1994	Bel, M'bilia	
400453568	TK 343	Révélation de l'année 1991 / Gatho - [Tamaris]	1992	Gatho, Beevans / Gatho, Beevans	
400454009	TK 342	Neng Makassi / Sam Fan Thomas - [Verlag nicht ermittelbar]	1988	Thomas, Sam Fan / Thomas, Sam Fan	
400454483	R 2867	Makasi / Bobongo Stars - CellulOid	1985	Bobongo Stars	
400455803	TK 345	Monument / Pierre Moutouari - [Verlag nicht ermittelbar]	1985	Moutouari, Pierre / Moutouari, Pierre	
400456435	R 2869	Massu / Le grand maître Franco et Jolie Detta - Disques Espérance	1986	Franco <Musiker> / Detta, Jolie / Tout-Puissant OK Jazz	
400456982	TK 347	Sans commentaire / Madilu System - Syllart Records	1993	Madilu System	
400457865	R 2870	La vie des hommes / Le grand maître Francco et le T.P.O.K. Jazz - Choc	1986	Franco <Musiker> / Tout-Puissant OK Jazz	
40046036X	R 2873	Bea / "Vicky" et l'orchestre OK-Jazz - Pathé Marconi (EMI)	1976	Longomba, Victor / Longomba, Victor / Tout-Puissant OK Jazz	
40046098X	R 2874	L'Afrique danse - African	1975		
40057019X	R 2877	Caneton alezement / L'orchestre Minzoto Wella-Wella - 	1985	Minzoto Wella-Wella	
400572451	R 2879	L'argent et la femme / Bumba Massa - Disco Stock	1985	Bumba Massa / Bumba Massa	
400585006	TK 365	The Best of Tshala Muana / Tshala Muana - 	1988	Muana, Tshala	
400587106	TK 368	Abeti (en colère) / Abeti - Bade Stars Music	1987	Abeti	
400587939	TK 369	Foulale / Lutchiana Mobula Le Cobra - Jacky Toto Production	1990	Lutchiana Mobulu	
400589451	TK 370	Yombo / Tshala-Muana - Sonodisc	1990	Muana, Tshala / Muana, Tshala	
400591596	TK 371	Leddy / N'Gouma Lokito et les Soukouss Stars - [Verlag nicht ermittelbar]	1990	Lokito, N'Gouma / Soukous Stars	
400592177	TK 372	La reine de Sabah / Bozi-Boziana et l'Anti-Choc - DUPLIC International	1990	Bozi Boziana / Detta, Jolie / Anti Choc	
400592770	TK 373	L'avenir / Bozi-Boziana et l'Anti-Choc - Flash Diffusion Business ?]	1991	Bozi Boziana / Anti Choc	
400628562	TK 374	Mingelina B 52 / Evoloko Jocker et les Langa Langa Stars - Flash Diffusion Business]	1991	Evoloko Jocker / Langa Langa Stars	
400630222	TK 376	Volume 1 - EMI (Côte d'Ivoire)	1994	Wenge Musica BC BG	
400630575	TK 377	Volume 2 - S.O.S. Musique en détresse	1994	Wenge Musica BC BG	
40063404X	TK 378	Papa Omar / Zaiko Langalanga - N'Goss Production]	1987	Zaïko Langa Langa	
400635925	TK 379	Cadeau d'amitié / Joly Baki Emen Mubiala. Viva la Musica de Papa wemba - J3	1990	Joly Baki Emen Mubiala / Viva la Musica	
401235491	R 2905	La vieille marmite / Tou Lè Dè - Tshi Tshi	1983	Bokalo Gringo / Pires Likombe / Bokalo Gringo / Pires Likombe / Tou Lè Dè	
401236412	R 2906	4 ans après la mort de Maître Luambo Franco / Le poète Lutumba Simaro & le T.P. OK Jazz - Sonodisc	1993	Simaro <Musiker> / Tout-Puissant OK Jazz	
401250245	R 2907	L'immortel Luambo Makiadi Franco / Dieudos - Espera	1990	Dieudos	
401252183	R 2908	Kabibi / Petit Poisson Avedila - Poisson	1985	Petit Poisson / Petit Poisson	
401334686	TK 386	Le voyageur / Papa Wemba - Virgin Records]	1992	Papa Wemba / Papa Wemba	
401489396	TK 393	Vol. 2 - [Verlag nicht ermittelbar]	1985	Lokassa ya M'Bongo / Mangwana, Sam	
401908968	R 2919	L'Afrique danse avec Sakumuna/Vévé / Orchestre Kiam, Orchestre Lipua-Lipua, Orchestre Vévé - African	1975	Orchestre Kiam / Orchestre Lipua-Lipua / Orchestre Veve	
402007506	TK 466	Père Noël confiance / Bozi-Boziana rt l'Anti-Choc - Flash Diffusion Business	1997	Bozi Boziana / Anti Choc	
402014693	TK 467	Gardez votre souffle / Pépé Kallé. Empire Bakuba - 	1995	Pépé Kallé / Empire Bakuba	
402014898	TK 469	Sah'lomon en concert à Paris / Sah'lomon - 	1990	Sah'lomon	
402063554	TK 472	Mayoni Don P. / Mayaula Mayoni - 	1992	Mayaula Mayoni	
402076621	TK 473	Bize Ma'ndundu / L'Orchestre Super Choc de Shora Mbemba - Shabani Records	1995	Mbemba, Shora / Super Choc	
402083644	TK 499	Soukouss Express / Soukouss Express - MCP	1990	Soukouss Express	
402085620	TK 501	V12 / Koffi Olomide - Sonodisc	1995	Olomidé, Koffi / Olomidé, Koffi	
402091108	TK 510	Emotion / Papa Wemba - Real World/Virgin	1995	Papa Wemba / Papa Wemba	
402092686	TK 512	Souk-a-Rap / Sam Mangwana - 	1995	Mangwana, Sam / Mangwana, Sam	
