PPN	Signatur	Product	DateCreated	Artist	
350644888	R 1205	Danger j'arrive : talent-puissance-swing / Michel Moutouari - Kadance	1983	Moutouari, Michel	
350646236	R 1206	Samedi super - Makosmurf / Jimmy et Frédo - SONOG Distr.	1985	Mvondo, Jimmy / Frédo <Musiker>	
350672636	R 1210	Sambela / Bopol Masiamina et Syran Mbenza - The Best African Sound (Sonodisc)	1987	Mansiamina, Bopol / Mbenza, Syran	
350673233	R 1211	Ena / Choc Stars - Afro-Rythmes, Eds. Bobet (Distr.)	1980	Choc Stars	
350685517	R 1213	Nangadef / Ray Lema - Mango (Island Records)	1989	Lema, Ray	
350688753	R 1214	La belle étoile / Empire Bakuba - Rythmes et Musique, EVVI Zaire	1985	Pépé Kallé / Empire Bakuba	
350689415	R 1215	Mbutamuntu / Choc Stars - Safari Ambiance (Distr.), Anitha-Ngapy Prod.	1985	Choc Stars	
350701954	R 1216	Premier amour / Choc Stars - Anitha-Ngapy Prod.	1985	Choc Stars	
350702659	R 1217	Mimi Ley / Tabu Ley et l'Orchestre Afrisa International - African	1964	Ley, Tabu / Afrisa International Orchestra	
350705305	R 1219	Assez / Joe Poster et le Grand Zai͏̈ko - Scorpion Prod./Clesh-Records	1985	Poster, Joe / Grand Zaiko Wawa	
350716277	R 1220	Muvaro / Orchestre Zai͏̈ko Langa-Langa - Industrie Africaine du Disque	1983	Zaïko Langa Langa	
350716935	R 1221	Vol. 1 / [div. Interpreten] - Sonafric (Sonodisc)	1977		
350828369	R 1222	Na loba loba pamba te / Franco et l'Orchestre T.P. O.K. Jazz - African (Sonodisc)	1977	Franco <Musiker> / Tout-Puissant OK Jazz	
350833877	R 1224	Nalingi yo mingi / Johny Bokelo. Orch. Conga - Afric'Music	1981	Bokelo, Johnny / Conga Succès	
350834490	R 1225	C'est (pas) trop tard / Zai͏̈re All Stars - Eds. Kaluila, Gefraco (Distr.)	1985	Zaïre All Stars	
350837597	R 1226	Orchestres: Conga. Elegance-Jazz. Surprise Los Angel. Symby. Bella-Bella. International Afrisa. Mando Negro Kwala-Kwa. TP Zembe-Zembe. T.P.O.K. Jazz - African	1971	Conga Succès / Orchestre Élégance-Jazz / Orchestre Los Angel / Orchestre Symba / Orchestre Bella-Bella / Afrisa International Orchestra / Orchestre Mando Negro Kwala Kwa / Orchestre T.P. Zémbe-Zémbe / Tout-Puissant OK Jazz	
350871779	R 1227	Ngai mwana / Orchestre Kouloukoko du Zai͏̈re. Paroles et musique par Gérard Akueson - Sonafric (Sonodisc)	1978	Akueson, Gérard / Orchestre Kouloukoko du Zaïre	
350874727	R 1228	Tata na Chambue / Orchestre International Lipopo du Zaire - Pathé Marconi (EMI)	1976	Orchestre International Lipopo du Zaïre	
350874956	R 1229	Kidiba / Orchestre Lomeka - Pathé Marconi (EMI)	1977	Orchestre Lomeka	
350948585	R 1231	Gina 85 / Manuaku Waku & Grand Zai͏̈ko Wawa - Black Music	1985	Waku, Manuaku / Poster, Joe / Grand Zaiko Wawa	
350955816	R 1232	Baluti / Orchestre Vévé - African	1973	Orchestre Veve	
350957169	R 1233	Bon Samaritain / Nedule Papa Noe͏̈l - Industrie Africaine du Disque	1985	Papa Noël	
350958149	R 1234	Elle et moi / Koffi Olomidé - Eds. Kaluila, SonoDisc ; GEFRACO (Distr.)	1989	Olomidé, Koffi	
35095870X	R 1235	Vebaka serment / Verckys et l'Orchestre Veve - Sonafric (Sonodisc)	1975	Verckys / Orchestre Veve	
350959722	R 1236	Rencontre : deux styles, une musique / Pablo de Zaiko ; Bozi de Langa Langa star - Musicanova	1985	Pablo <Musiker> / Boziana, Bozi	
35119567X	R 1237	Musique Tshokwe - Zai͏̈re / éd. par l'Institut des Musées Nationaux du Zaire avec le Musée Royal de l'Afrique Centrale. Barbara Schmidt-Wrenger - Institut des Musées Nationaux du Zaire, Musée Royal de l'Afrique Centrale	1985	Schmidt-Wrenger, Barbara / Institut des musées nationaux du Zaïre / Musée Royal de l'Afrique Centrale	
351199853	R 1239	Lolombo / Sax Matalanza - Eds. Matalanza, Bade Stars Music (Distr.), Musica Nova (Distr.)	1986	Matalanza, Sax	
351230025	R 1241	Jalousie / Abeti accomp. par son orchestre Les Redoutables - Iris Prod., Bade Stars Music (Distr.)	1985	Abeti / Redoutables	
351231188	R 1242	Moi chercher encore / Mhanu "M.K.R." - D.L.M., Iguane	1985	Mhanu	
351232044	R 1243	Mariage forcé / Bopol Mansiamina - Shakara Music, Sacodisc Internat.	1985	Mansiamina, Bopol	
351233628	R 1244	Décèption motema / Bopol Mansiamina - Star Musique/Makossa Internat. Records, African Record Centre (Distr.)	1985	Mansiamina, Bopol	
351234853	R 1245	Dada Micha / Bopol - Bleu Carai͏̈bes/B.M. Prod.	1988	Mansiamina, Bopol	
351236074	R 1246	Belinda / Bopol Mansiamina - Syllart Records (Mélodie Distr.)	1985	Mansiamina, Bopol	
351237860	R 1247	Jolie poupée / Kintaki - Kintaki B. & Co. (Studio Caroline)	1985	Kintaki, Blaise	
35150589X	R 1248	Helena / Bopol - Syllart Prod.	1984	Mansiamina, Bopol	
351508570	R 1249	Ça c'est quoi? / Bopol Mansiamina - B.M. Tia/Celluloid, Mélodie (Distr.)	1985	Mansiamina, Bopol	
351509801	R 1250	Serrez ceinture / Bopol Mansiamina - Syllart Records	1986	Mansiamina, Bopol	
351514767	R 1251	Alanga Nzembo / Rachid King et les Imbattables - Sonafric (Sonodisc)	1976	Rachid King / Imbattables	
351516166	R 1252	African Gang / Jerry Malekani - SMP Records	1985	Malekani, Jerry	
351517588	R 1253	Losako / Jerry Malekani - Bleu Carai͏̈bes (Mélodie Distr.)	1985	Malekani, Jerry	
351610855	R 1254	4e dimension / Roy Langa - Safari Ambiance (Distr.)	1986	Langa, Roy	
351611703	R 1255	Mokili - mpona bato / The New Sunrise Group from Zai͏̈re - L'Escargot	1982	New Sunrise Group	
35161222X	R 1256	Europa 88 / Anti Choc - Scorpion Prod.-Éd. Aswe Records, Afridisc (Distr.)	1988	Anti Choc	
351615121	R 1257	Mokitani ya wendo / Rochereau, Kalé, Ndombe Pepe et l'orchestre African Fiesta National - Sonafric (Sonodisc)	1985	Ley, Tabu / Kabasele, Joseph / Ndombe, Pepe / African Fiesta	
351845550	R 1258	Franco et l'O.K. Jazz / Franco et l'Orchestre O.K. Jazz - Sonodisc (African)	1984	Franco <Musiker> / Tout-Puissant OK Jazz	
351846948	R 1260	Omona wapi / Franco and Rochereau - Shanachie Records	1984	Franco <Musiker> / Ley, Tabu	
351848401	R 1261	Nouvelle formule / Tiers Monde Coopération. Empompo Loway ; Sam Mangwana ; Ndombe Opetum - Industrie Africaine du Disque	1983	Loway, Empompo / Mangwana, Sam / Ndombe, Pepe / Tiers Monde Coopération	
354402684	R 1389	Donkale / John Boxingo et le Groupe Loketo - Sound Wore Music (Distr.)	1989	Boxingo, John / Loketo	
356167941	R 1604	Banganga ya Moyindo / Ngwashi N'Timbo - Disques Musicanova	1985	Ngwashi N'Timbo	
358513693	CD 1078	Zap Mama / Zap Mama - Cram World/Crammed Discs	1991	Daulne, Marie / Zap Mama	
358852803	R 1778	I love you bolingo / Déesse Mukangi - J.I.P. (Jimmy Houetinou)	1990	Mukangi, Déesse	
358866030	R 1779	Zabolo / Empire Bakuba de Pepe Kallé, Dilu Dilumona et Papy Tex - EVVI Zaire	1985	Pépé Kallé / Dilumona, Dilu / Papy Tex / Empire Bakuba	
358867959	R 1780	Africa mon pays / Casino Kazingo - 3A Prod., Music Control (Distr.)	1980	M'bilia, Casimir	
35889400X	R 1781	... sentiment esimbi ye ... / Bilenge-Sakana - Deyget Bertrand, Sonodisc (Distr.)	1982	Bilenge-Sakana	
358910226	R 1787	Sous le ciel des tropiques / Tadi Zeze - Tadi Zeze Prod.	1990	Tadi-Zézé <Musiker>	
358912016	R 1788	L'embarras du choix / Zitany Neil - Eds. Kaluila	1990	Zitany, Neil	
359104827	R 1789	Cheri Popo / Yaya M'buta Mashakado - Rosi-Music Prod.	1985	Yaya M'buta Mashakado	
359109217	R 1790	Tia tibi tia yala / Orchestre Le Peuple - Prod. Musicale Le Peuple, Neva Music (Distr.)	1981	Orchestre Le Peuple	
359133312	R 1794	Chacun pour soi / Shimita El Diego. Accomp. par Soukous-Stars - Sonodisc	1995	Shimita / Soukous Stars	
359135765	R 1795	Meca-Meca style à la mode / Orchestre à l'accompagnero de Bakolota-Band - E.BA.DIS	1985	Bakolota / Bakolota Band	
35914635X	R 1799	Dansez Othulé / Zai͏̈ko Langa-Langa - Éds. A.P.L.	1994	Zaïko Langa Langa	
359154654	R 1801	Malata / Lutchiana Mobulu. Accomp. par Empire Bakuba - Jacky Toto Prod., Afric'Music	1985	Lutchiana Mobulu / Empire Bakuba	
35915543X	R 1802	Médecin de nuit - Saad / Josky Kiambukuta ; Ntesa Dalienst - Air Zai͏̈re, Ed. Bisel (Distr.), Musicanova (Distr.)	1985	Josky / Dalienst, Ntesa	
359155782	R 1803	Dieu voit tout / Fafa de Molokai͏̈ ; Olomidé - Sonodisc	1985	Olomidé, Koffi / de Molokaï, Fafa	
359159818	R 1806	Malembe / Lady Isa - Prod. Lady Isa, Sonodisc (Distr.)	1985	Lady Isa	
359160883	R 1807	Tshebo / Canon du Zai͏̈re - L'International Don-Dass	1981	Josky / Canon du Zaïre	
359167209	R 1808	Doné Bis / Evoloko Jocker et Langa-Langa-Stars - Veve International	1986	Evoloko Jocker / Langa Langa Stars	
359167802	R 1809	Iza Issa / Ntesa Dalienst - Rythmes et Musique	1985	Dalienst, Ntesa	
359168345	R 1810	Hymne-Bayaka / Le Grand Zaiko - Sonodisc	1994	Grand Zaiko Wawa	
35917292X	R 1811	La renaissance de l'international orchestre populaire / SBB Les Supers Boboto du Congo - Eds. Nionka, Mbalamona (Distr.)	1981	Orchestre Super-Boboto	
35918880X	R 1812	Ngounda / Koffi Olomide et son ensemble - Safari Music, African Records Center (Distr.)	1985	Olomidé, Koffi	
359189202	R 1813	Iko mbele - iko nyuma / Koffi Olomide - Tchika Prod., Sonodisc (Distr.)	1985	Olomidé, Koffi	
359192661	R 1814	Ngobila / Olomide - Afro-Rythmes	1985	Olomidé, Koffi	
359197094	R 1815	Loin des yeux / Pépé Kallé - Flash Diffusion Business	1993	Pépé Kallé	
359197604	R 1816	Vivre avec toi / M'Pongo Love - New King Prod.	1985	Love, M'Pongo	
359198163	R 1817	Maître Sokete / Michel Moutouari - ACP'Music, Gefraco (Distr.)	1985	Moutouari, Michel	
359202306	R 1818	Maloukou - Bakala-Diani-Bika / Moumpala-Mick-Michel Tsiototo. Accomp. de l'orchestre CEPAKOS - Eds. Neva-Music	1985	Moumpala, Michel / Trio Ce.Pa.Kos	
359218970	R 1819	Nzongo'Soul présente les Bruches Walla / Les Bruches Walla. Faustin Nzongo ... - IAD	1984	Nzongo'Soul / Bruches Walla	
359220355	R 1820	Amour ... académique! / Mascot de Katalas - Leader Records/Leader Music	1988	Mascot de Katalas	
359281524	R 1822	Etumbu / Klay - Dignité	1988	Klay	
359282024	R 1823	Tenue correcte exigée / Gloria Tukhadio - Sonodisc	1994	Thukadio, Gloria	
359285287	R 1824	Kabibi dance remix / Petit Poisson - Avedila - Richa Prod.	1990	Petit Poisson / Avedila, Richard	
359287549	R 1826	Succès 83 : rythme Kinga Ndense / Johnny Bokelo Isenge avec son orchestre Africa-Mbonda - Ed. Nzale	1983	Bokelo, Johnny / Africa-Mbonda	
359445055	R 1827	A.S. Biliman / Johnny Bokelo - Star/Shakara Music	1983	Bokelo, Johnny	
359627617	R 1853	The best ambiance / Bibi Dens Tshibayi - Celluloid	1982	Tshibayi, Bibi Den's	
360791301	R 1935	Likita / Jena Manda-Ko - Kadance (Distr.)	1985	Kanda Bongo Man / Manda Ko, Jena	
361026498	R 1940	La fête au village / Lucky Zebila et ses rythmes de base - L'Harmattan-Le Baobab Records	1985	Zebila, Lucky	
361102097	R 1956	Lady / Ange Linaud - Rythmes et Musique	1984	Linaud, Ange	
361290853	R 1958	Mbanda matière / Tshala Muana - Safari ambiance (Distr.)	1984	Muana, Tshala	
361306342	R 1962	On stage with / Remmy Ongala - Ahadi Records, FRA Flatim Records Agencies (Distr.)	1988	Ongala, Remmy	
362688737	R 2064	Yembele / Samba Mapangala et son Orchestre Virunga - Ouatt Afro Rythmes	1985	Mapangala, Samba / Samba Mapangala et son Orchestre Virunga	
362719853	CD 1085 	Le dernier empereur Bantou / Pierre Kwenders - P K, Bonsound (Canada)	2014	Kwenders, Pierre	
362954631	R 2088	Lorenzo : mémoires musicales du Zaire / Le poète Efongé Gina - Biema Records	1980	Gina-wa-Gina	
363017216	R 2090	N'zing zong / Soki Vangu. Orchestre Bella-Bella - Ouatt Afro Rythmes	1990	Soki Vangu / Orchestre Bella-Bella	
363545972	R 2099	Philosophie / Essous (trois-s) - Publi-Congo	1970	Essous, Jean Serge	
363547347	R 2100	Bayembi-Africa / M'Voutoukoulou David Calvet and Bayembi-Africa - Bayembi-Africa, DOM (Distr.), Kaku Benjamin (Prod.)	1980	M'Voutoukoulou, David Calvet / Bayembi-Africa	
363579125	R 2103	Lokito / Kabert and Abro - ERI-Ebeny Records International	1985	Kabasele Kabert / Moke Monshe	
363580360	R 2104	Baba Cool le phénoménal, le pas possible / Baba-Cool - Disque-Guerry	1975	Baba-Cool	
365330892	R 2183	Volume 1 - Sonodisc	1994	Wenge Musica BC BG	
365333417	R 2185	Point d'interrogation / Lutchiana 100% Mobulu - Sonodisc	1994	Lutchiana Mobulu	
365334383	R 2188	Every body / King Kester Emeneya - Sonodisc	1993	Emeneya	
365334707	R 2189	Tant pis pour toi / Abby Surya - Tamaris, Sonodisc (Distr.)	1993	Surya, Abby	
365340391	R 2190	Noblesse oblige / Koffi Olomide - Sonodisc	1993	Olomidé, Koffi	
365342130	R 2191	Femme sans bijoux / Viva la Musica de Papa Wemba avec Stino L'As de la Chorale - 	1989	Stino / Papa Wemba / Viva la Musica	
365390445	R 2199	Zizina Bis / Soki Vangu et l'Orchestre Bella-Bella - African	1986	Soki Vangu / Orchestre Bella-Bella	
365413739	R 2200	Kinshasa Brazza boyoka! / Evoloko Jocker. Langa-Langa Stars - Rythmes & Musique	1991	Evoloko Jocker / Langa Langa Stars	
365551678	R 2202	Méditation / Afro Festival dirigé par Fantastic Thico - Sonafric (Sonodisc)	1980	Tchicaya, Tchico / Afro Festival	
365556122	R 2204	Jeannot / Pambou-Tchicaya Tchico - Sonafric	1983	Tchicaya, Tchico	
365556777	R 2206	Nostalgie d'Afrique / Le commandant: Tchico et l'international orchestre du Congo Les Officers of African Music - Afro-Rythmes	1984	Tchicaya, Tchico / Les Officiers of African Music	
365564389	R 2208	Dégager la route / Tchico-Tchicaya and his super Soukous-Machine energy dance band from Congo-Zaire - C.G. Prod.	1993	Tchicaya, Tchico / Soukous-Machine	
36558066X	R 2210	Vol. 2 : hommage au Grand Kalle / Joseph Kabasselé et l'African Jazz - African (Sonodisc)	1984	Kabasele, Joseph / African Jazz	
365728608	R 2220	Nakombe nga / Les Choc Stars du Zaire. Ben Nyamabo - Disques Espérance	1989	Nyamabo, Ben / Choc Stars	
365729175	R 2221	Roboti Robota Pas de Contact / Orchestre Choc-Stars - Afro Rythmes	1980	Choc Stars	
365759465	R 2223	Kelemani / Choc Stars - Espera	1987	Choc Stars	
365986720	R 2230	Tour Eiffel 100 ans / Seigneur Tabu Ley avec Dje Mag'num et Wawali - Genidia, Sonodisc (Distr.)	1989	Ley, Tabu / Wawali / Dje Mag'num	
365993379	R 2238	Lokassa / Lokassa ya M'Bongo - Prod. Moradisc	1985	Lokassa ya M'Bongo	
365994154	R 2239	Aimer la danse Nyekesse / El Grupo Matchatcha - Afric'Music	1990	Matchatcha	
365995088	R 2241	Kala-yi-Boeing / Wenge Musica 4x4 B.C.B.G. - W.I.B.E. Production	1990	Wenge Musica BC BG	
366004077	R 2243	Tu es le souffle de ma vie / Beau Frère Mabiala - 00 Productions	1985	Beau Frère Mabiala	
366004891	R 2244	Kamani Mado / Kosmos - Dragon Phénix, Safari ambiance (Distr.)	1985	Kosmos <Musiker>	
366005960	R 2245	Dynamic Afro Soukous / Tchico et son orchestre Kilimandjaro - LPD Afro-Rythmes	1985	Tchicaya, Tchico / Groupe Kilimandjaro	
366014765	R 2249	Le griot cante - le monde tourne / Ngeleka Kandanda - Groupe Teba	1985	Kandanda, Ngeleka	
366018795	R 2253	Déviation sexy Soukouss / Yondo Sister - Touré Jim's Records	1990	Yondo Sister	
366019740	R 2254	Feu rouge : ça va chauffer, c'est la danse / Tchico "La voix d'or d'Afrique" - Bellot Records	1982	Tchicaya, Tchico	
366020595	R 2255	L'Afrique d'aujourd'hui / avec André Babindamana dit Lolita - Sonafrique, Sonodisc (Distr.)	1979	Babindamana, André	
366021524	R 2256	Julie / Le Grand Lolo-Lolitta - Makossa Internat. Records, African Record Centre (Distr.)	1981	Lolita	
36602244X	R 2257	L'argent domine le monde - les officiers attaquent / Les Officiers of African Music - Ets. M.C.L.	1985	Les Officiers of African Music	
366023314	R 2258	Ayaye / Elali - Bleu Carai͏̈bes	1991	Kanza, Lokua / Elali	
366024256	R 2259	Super K - Amour et souvenir / Diblo (Le Groupe Loketo et les invités de Diblo) - Jimmy's Prod. (Jimmy Houetinou)	1990	Dibala, Diblo / Loketo	
366026364	R 2260	Play boy / Djo Nolo - Mayala Production	1990	Djonolo, Givé	
366036165	R 2261	Venus-Bazombo / Bovick & Co - M.C.I. Music	1985	Bovick	
366040111	R 2263	Mondo Ry / Diblo & le Groupe Loketo - Jimmy's Prod. (Jimmy Houetinou), Mélodie (Distr.)	1990	Dibala, Diblo / Loketo	
366042432	R 2264	Afro Rythmes présente 4 étoiles / 4 Étoiles: Wuta-May, Nyboma, Syran, Bopol - Afro-Rythmes	1983	Wuta Mayi / Nyboma / Mbenza, Syran / Mansiamina, Bopol / Quatres Étoiles - Four Stars	
366045032	R 2265	Zai͏̈ro / Bobongo Stars - RCA Records	1983	Bobongo Stars	
366045903	R 2266	Jolie Medina / Djo Nolo de Choc Musica - Eds. Mayala, Sonodisc (Distr.)	1985	Djonolo, Givé	
366046446	R 2267	Sisika / Syran Mbenza - Syllart Records, Mélodie (Distr.)	1985	Mbenza, Syran	
366047361	R 2269	Metal 5 / Les 5 Vénus - SM Prod., Afric'Music (Distr.)	1990	Les 5 Vénus	
366048910	R 2270	Tout mal se paie ici bas / Wuta Mayi - Soweto Records, Safari ambiance (Distr.)	1985	Wuta Mayi	
366053175	R 2272	Adieu Célie / Dally Kimoko - IBO Prod.	1985	Kimoko, Dally	
366054031	R 2274	Soki vangu / Orchestre Bella Bella - Makossa Internat. Records	1985	Orchestre Bella-Bella	
366054325	R 2275	L'amour au kilo / Mayaula Mayoni D.P. - Sonodisc	1993	Mayaula Mayoni	
366059920	R 2277	Four stars - Quatre étoiles / 4 Étoiles: Syran M'Benza, Bopol Manziamina, Wuta Mayi, Komba Bellow - Four Stars Prod.	1985	Mbenza, Syran / Mansiamina, Bopol / Wuta Mayi / Bellow, Komba / Quatres Étoiles - Four Stars	
366064800	R 2280	Stukas interprète "Sam Samba"  : ballade à Libreville / Orchestre Stukas - Musiclub	1985	Samba, Sam / Stukas	
366078526	R 2282	Johnny Satou Volume 1 / Johnny Satou et son ensemble - Ledoux Records	1981	Satou, Johnny	
366166220	R 2284	Mele n° Modjia / Fulgence Bouanga - Fely Boston - - DEG Music, Baddy Dega (Distr.)	1985	Bouanga, Fulgence	
366167278	R 2285	Dansez Zai͏̈re / Ringo Moya - Tangent, Mélodie (Distr.)	1985	Moya, Ringo	
366171151	R 2286	Cocoly la Charmante - Création Morgan / Cheikh Mavuela Somo - Tsiedou Prod.	1985	Mavuela	
366172603	R 2289	Surprise / Meta & Feza - Tangent, Celluloid (Distr.)	1985	Beya, Meta / Shamamba, Feza	
366176285	R 2290	Naleli Congo / Kosmos - Safari Sound, Safari ambiance (Distr.)	1985	Kosmos <Musiker>	
366178458	R 2291	Zunguluke / Quatre Étoiles - 4 Stars - Syllart Records, Mélodie (Distr.)	1990	Wuta Mayi / Nyboma / Mbenza, Syran / Mansiamina, Bopol / Quatres Étoiles - Four Stars	
366178865	R 2292	L'Orchestre Télé-Music / Orchestre Télé-Music de Brazzaville - K-Dance Prod., Eddy'son	1985	Orchestre Télé-Music de Brazzaville	
36618105X	R 2293	Réalité / Wally-Ngonda et Anti-Choc - Gina Kiaku Prod.	1991	Ngonda, Wally / Mukangi, Déesse / Alibaba, Kofi / Anti Choc	
366181572	R 2294	Adama-Diallo / Ballou Canta accompagné par les Soukouss-Time - Saxone-Music	1990	Canta, Ballou / Soukouss-Time	
366181823	R 2295	Lebo / Michelino Mavatiku Visi - Michita Prod., Sonodisc (Distr.)	1985	Mavatiku Visi, Michelino	
366234242	R 2296	Tout feu tout flamme / Les 2 as: Master Mwana Congo ; Freddy de Majunga - Clesh Atipo Ngapy Productions, Sonodisc (Distr.)	1987	Master Mwana Congo / de Majunga, Freddy	
366260820	R 2302	Na Pona / Menga Mokombi - Disco Stock	1985	Mokombi, Menga	
366295713	R 2304	En vrac / Buffalo ; Yonna Basséky et les Tontons - tsé-tsé production	1985	Kawongolo, Buffalo Kalo / Basséky, Yonna / Tontons	
366296531	R 2305	La Mama / M'Pompon Kuleta - 	1985	M'Pompon	
366558269	R 2306	Faîtes attention - Bolingo Lady / Pompon Kuleta de l'Afrisa International - KP Production, Sonodisc (Distr.)	1986	M'Pompon	
366581627	R 2308	Phonsina na Bondela / African Mod - sonafric, Sonodisc (Distr.)	1977	African Mod	
366582712	R 2309	Naweyi / Shaba Kahamba et Les Esprits Saints - Saxone-Music	1985	Kahamba, Shaba / Esprits Saints	
366583115	R 2310	Tono tono Lomamba / Franck Lassan - Kina-Rama Selection	1980	Lassan, Franck	
366584405	R 2311	Tropical music - Associée Assaka / Buffalo Kimwanga - Tropical Music	1985	Kawongolo, Buffalo Kalo	
366618342	R 2313	Beauté sauvage / Mimi Kazidona - disques SONICS (Eddy'son Consortium Mondial)	1985	Kazi-Ndona	
366620525	R 2315	Sensible / Bibi Den's Tshibayi & The Best - Tangent, Celluloid (Distr.)	1984	Tshibayi, Bibi Den's / The Best	
366625802	R 2317	Soudé Madiaba / Freddy de Majunga et les Kings Stars - Production J.P., ACP (Distr.)	1985	de Majunga, Freddy / Kings Stars	
366626140	R 2318	Dance / 4 Stars/4 Étoiles - Tangent	1985	Wuta Mayi / Nyboma / Mbenza, Syran / Mansiamina, Bopol / Quatres Étoiles - Four Stars	
366626663	R 2319	Tu n'es qu'un gérant / Bakoulé - Production C.B.B.	1980	Bakoulé, Célestin	
366629972	R 2320	Eddy'son présente Tanawa / Mayoukou Come Tanawa - disques SONICS (Eddy'son Consortium Mondial)	1985	Tanawa	
366631411	R 2322	Chérie-Kadette / Dona Mobeti du Clan Langa-Langa - Editions Mualaba Lukusa	1988	Mobeti, Dona	
366631845	R 2323	Anti Balle / Johnny Bokelo Isenge et son groupe Mbonda Africa - Espera	1985	Bokelo, Johnny / Africa-Mbonda	
366636553	R 2324	Attention Ngo-Ngo-Ngo / Coopérative Un Point Un Trait - SAVAS (Distr.)	1980	Coopérative Un Point Un Trait	
366639900	R 2325	Tuna ye / L'orchestre Kadiayi - Disques Musicanova	1980	Orchestre Kadiayi	
366640267	R 2326	Déséquilibre / Jo-Louv "Le Kassapard" - Espera	1980	Jo-Louv	
36666025X	R 2328	Baby Blue - Kundu dia mama / Sammy Massamba - J. Ackah-Miezan, Crezan Production	1985	Massamba, Sammy	
366675583	R 2329	Mwendi / Yoro - Africana New Records	1985	Eyoto, Norbert / Yoro	
366677640	R 2330	[Vol. 1] / The Kinshasa United Artists featuring-Belmouza, Isagi, and Igazi - Makossa International Records	1980	Isagi De Livulu / Igazi Bogania / Kinshasa United Artists / Orchestre Belmouza	
366683209	R 2331	Bimbeni / Le Peuple - Production Le Vaudou, Safari ambiance (Distr.)	1980	Loubassou, Denis / Muinkoa Mvura, Tino / Mavoungou, Bernard Mav / Orchestre Le Peuple	
366684744	R 2333	Tour d'Afrique / Les Tontons - Éds. Afric'Music	1985	Kawongolo, Buffalo Kalo / Tontons	
366687646	R 2334	Musiques traditionelles Bantandu / interprètées par l'orchestre "Yamba-Yamba Beto Ba" de Maître "Maka Pe" - Edition Musicale Beto Ba, Distribution A.C.D.C	1985	Makengo Kapesa / Yamba-Yamba Beto-Ba	
366688197	R 2335	Five hits, 5 tubes : d'ici à l'an 2000 / Pamelo Mounk'a - A & H Records, Gefraco (Distr.)	1990	Mounk'a, Pamelo	
366691848	R 2336	Le canon du Zaïre : Azalaka occupé / Djoe Mpoy - Eds. Don Dass	1985	Mpoyi, Joe	
366693581	R 2337	Zai͏̈re Folk-Pop / Minzoto ya Zai͏̈re - Arcade Records (Eurovox Music Group)	1985	Orchestre Minzoto	
366861735	R 2341	Mbuku / Roy-Langa Sadrak avec l'accompagnement de Yenga Yenga Junior et l'orchestre Zaïchoc - Albert Youssheff	1980	Langa, Roy / Yenga-Yenga, Junior / Zaïchoc	
366863452	R 2342	Massavi fololo y'Africa / Loubassou Kifoueti Denis, Tino Muinkoa Mvura, Mavoungou Bernard Mav, Mackosso François et l'orchestre Le Peuple - Ed. Moninga Star, Safari ambiance (Distr.)	1980	Loubassou, Denis / Muinkoa Mvura, Tino / Mavoungou, Bernard Mav / Mackosso, François / Orchestre Le Peuple	
366883488	R 2345	Le Seigneur Rochereau et l'orchestre African Fiesta - African, Sofrason (Distr.)	1970	Ley, Tabu / African Fiesta	
366892770	R 2347	Je suis mariée / Shama Shama de Mopero wa Maloba - Star Music, African Record Centre (Distr.)	1980	Mopero Wa Maloba / Orchestre Shama-Shama	
367130777	R 2362	Vol. 3 / Les Bantous - Pathé Marconi (EMI)	1975	Bantous	
367451468	R 2373	Tango ya ba vieux Kalle n° 2 / Le Seigneur Rochereau et l'orchestre African Fiesta National - African, Sofrason (Distr.)	1970	Ley, Tabu / African Fiesta	
367460890	R 2376	Samoura / Abeti - Bade Stars Music	1985	Abeti	
367465124	R 2379	Missa Koongo - Missa N'Kaandu / Chorale mixte de Lemfu ; Chorale mixte de N'Kaandu (Kisantu) - Philips	1970	Chorale mixte de Lemfu / Chorale Mixte du N'Kaandu	
36746585X	R 2380	Musique Kongo : ba bembé, ba-congo, ba-congo-nséké, ba-lari / enregistrements sonores, photogr.: Charles Duvelle - Disques Ocora (Radio France)	1980	Duvelle, Charles	
368951790	R 2538	Bongo bouger / Le Trio los Julemo et Yenga -Yenga Junior - 	1985	Yenga-Yenga, Junior / Yenga-Yenga, Junior / Trio los Julemo	
368952886	R 2539	Lula / Celi Bitshu - Kina-Rama Selection	1985	Bitshou, Celi / Bitshou, Celi	
368974936	R 2541	N'simba éli, Bolingo-collé collé / Sam Mangwana et l'African All Stars - OIR Ogoua International Records	1982	Mangwana, Sam / African All Stars	
368975258	R 2542	Affaire vidéo / Sam Mangwana et l'African All Stars - OIR Ogoua International Records	1982	Mangwana, Sam / Mandjèkou, Dizzy / Moya, Ringo / Mangwana, Sam / African All Stars	
368983501	R 2544	Conseil PANU / L'Orchestre Grand Zaïko avec en vedette: Djo El - Productions/Editions Mayala	1985	Djo El / Djo El / Grand Zaiko Wawa	
368985555	R 2545	Mombasa / Orchestre Lipua-Lipua - African	1974	Nyboma / Mulembu / Vata Mombassa / Orchestre Lipua-Lipua	
368993736	R 2546	Guyo Guyo / Sec Bidens - Production S.B	1985	Bidens, Sec / Bidens, Sec	
368994767	R 2547	Souffrance / Les 4 Étoiles - Celluloid	1985	Nyboma / Mansiamina, Bopol / Mbenza, Syran / Wuta Mayi / Quatres Étoiles - Four Stars	
